"","theta","phys","Ppu","Ps","Pu","Pps","PpAll","PsiU","PsiS"
"458",-19.4,"Ridge",2.25246388086944e-26,1.66242859443246e-16,3.31942045601813e-26,5.34352048210434e-17,5.3435204843568e-17,4.215318136168e-10,0.999999999578468
"459",-19.3,"Ridge",3.66372762015143e-26,2.13445948309174e-16,5.39917754548632e-26,6.86076262422344e-17,6.86076262788717e-17,5.34011715440986e-10,0.999999999465988
"460",-19.2,"Ridge",5.94678981544513e-26,2.7380096412721e-16,8.76369025434019e-26,8.80074527551745e-17,8.80074528146424e-17,6.75714342962522e-10,0.999999999324286
"461",-19.1,"Ridge",9.63243455168716e-26,3.50900650705446e-16,1.41951667077495e-25,1.12789494869608e-16,1.12789494965932e-16,8.5401876784683e-10,0.999999999145981
"462",-19,"Ridge",1.55698207309311e-25,4.49299067059806e-16,2.29449989718985e-25,1.44417557269223e-16,1.44417557424922e-16,1.07811134660863e-09,0.999999998921889
"463",-18.9,"Ridge",2.51145398256029e-25,5.747632645128e-16,3.70109007956254e-25,1.84745335021971e-16,1.84745335273117e-16,1.35941401651495e-09,0.999999998640586
"464",-18.8,"Ridge",4.04260124340463e-25,7.3458935649346e-16,5.95751762185946e-25,2.36118007444326e-16,2.36118007848587e-16,1.71211051636392e-09,0.99999999828789
"465",-18.7,"Ridge",6.49367655509119e-25,9.37999059704833e-16,9.56962860750281e-25,3.01499697762268e-16,3.01499698411635e-16,2.15379205660943e-09,0.999999997846208
"466",-18.6,"Ridge",1.04091308547088e-24,1.19663669734947e-15,1.53397717858867e-24,3.84633224148045e-16,3.84633225188958e-16,2.70624849155846e-09,0.999999997293751
"467",-18.5,"Ridge",1.66506944298277e-24,1.52519149289002e-15,2.45378654755355e-24,4.9024012271465e-16,4.90240124379719e-16,3.39643648118259e-09,0.999999996603564
"468",-18.4,"Ridge",2.65793466267007e-24,1.94217595899409e-15,3.91695634498748e-24,6.24270843962385e-16,6.24270846620319e-16,4.25766264284103e-09,0.999999995742337
"469",-18.3,"Ridge",4.23399478233769e-24,2.47089856077096e-15,6.23957125818186e-24,7.94217394533523e-16,7.94217398767518e-16,5.33102748555759e-09,0.999999994668972
"470",-18.2,"Ridge",6.73054765424747e-24,3.14067792246762e-15,9.91870180625943e-24,1.00950361793602e-15,1.00950362466657e-15,6.66718522825564e-09,0.999999993332815
"471",-18.1,"Ridge",1.06768847797963e-23,3.98835703942621e-15,1.57343565175946e-23,1.28197190552985e-15,1.28197191620674e-15,8.32848570613655e-09,0.999999991671514
"472",-18,"Ridge",1.69017929027501e-23,5.06018972368169e-15,2.49079053303686e-23,1.62648955404054e-15,1.62648957094234e-15,1.03915777910324e-08,0.999999989608422
"473",-17.9,"Ridge",2.67002337484645e-23,6.41418842559447e-15,3.93477128924739e-23,2.06170342251251e-15,2.06170344921274e-15,1.29505694714048e-08,0.99999998704943
"474",-17.8,"Ridge",4.20912107457427e-23,8.12304333231811e-15,6.20291526779366e-23,2.61097821395939e-15,2.6109782560506e-15,1.61208583978828e-08,0.999999983879142
"475",-17.7,"Ridge",6.62158320556523e-23,1.0277748092655e-14,9.75812261872771e-23,3.30356188692483e-15,3.30356195314067e-15,2.00437688152636e-08,0.999999979956231
"476",-17.6,"Ridge",1.03950439654593e-22,1.29920986826132e-14,1.53190121596242e-22,4.17603171941139e-15,4.17603182336183e-15,2.48921569689834e-08,0.999999975107843
"477",-17.5,"Ridge",1.62848921905196e-22,1.64082700487551e-14,2.39987884912921e-22,5.27408680138557e-15,5.27408696423449e-15,3.08771779854095e-08,0.999999969122822
"478",-17.4,"Ridge",2.5458775566521e-22,2.07037217494971e-14,3.75181955717152e-22,6.65476770519551e-15,6.65476795978327e-15,3.82564436812462e-08,0.999999961743556
"479",-17.3,"Ridge",3.97177103907937e-22,2.6099740672758e-14,5.85313626811696e-22,8.38920235910078e-15,8.38920275627789e-15,4.7343843681775e-08,0.999999952656156
"480",-17.2,"Ridge",6.18336615387586e-22,3.28719982316757e-14,9.11232906886969e-22,1.056599943161e-14,1.05660000499467e-14,5.85213526845202e-08,0.999999941478647
"481",-17.1,"Ridge",9.60638065268253e-22,4.13635838678798e-14,1.41567714881637e-21,1.32954376718185e-14,1.32954386324566e-14,7.225320591704e-08,0.999999927746794
"482",-17,"Ridge",1.48932227874003e-21,5.20010794011204e-14,2.19479072656425e-21,1.67146326646459e-14,1.67146341539681e-14,8.91028942076159e-08,0.999999910897106
"483",-16.9,"Ridge",2.30415477500322e-21,6.53143635748564e-14,3.39559651053106e-21,2.09939025776324e-14,2.09939048817872e-14,1.09753511220399e-07,0.999999890246489
"484",-16.8,"Ridge",3.55736704704076e-21,8.1960987646914e-14,5.24243564827059e-21,2.63446031722224e-14,2.63446067295894e-14,1.35032080135219e-07,0.99999986496792
"485",-16.7,"Ridge",5.48074725147193e-21,1.0275614656444e-13,8.07689068637968e-21,3.30287613957129e-14,3.30287668764601e-14,1.65938597464809e-07,0.999999834061402
"486",-16.6,"Ridge",8.42645564683668e-21,1.28709492734121e-13,1.24179346374435e-20,4.13709083788246e-14,4.13709168052803e-14,2.03680660172394e-07,0.99999979631934
"487",-16.5,"Ridge",1.29283818576385e-20,1.61070308538116e-13,1.90523522112567e-20,5.17725991729659e-14,5.17726121013477e-14,2.49714691472983e-07,0.999999750285309
"488",-16.4,"Ridge",1.97941779603501e-20,2.01382878977163e-13,2.91703675205159e-20,6.47302110998023e-14,6.47302308939802e-14,3.05794953717536e-07,0.999999694205046
"489",-16.3,"Ridge",3.0242997762558e-20,2.51554298392948e-13,4.45686282816644e-20,8.08567387691618e-14,8.08567690121596e-14,3.74031737009055e-07,0.999999625968263
"490",-16.2,"Ridge",4.61111837736065e-20,3.13937418540101e-13,6.79533234558411e-20,1.00908455959318e-13,1.00908502070502e-13,4.56960343553508e-07,0.999999543039656
"491",-16.1,"Ridge",7.01587388037299e-20,3.91432215307792e-13,1.03391825605497e-19,1.25817497777505e-13,1.25817567936243e-13,5.57622754552703e-07,0.999999442377245
"492",-16,"Ridge",1.06524950887196e-19,4.87609537114417e-13,1.56984138149553e-19,1.56731636929634e-13,1.56731743454585e-13,6.79664173569686e-07,0.999999320335827
"493",-15.9,"Ridge",1.61404254913745e-19,6.06862021959443e-13,2.37858901978151e-19,1.95062792772678e-13,1.95062954176933e-13,8.27446993176072e-07,0.999999172553007
"494",-15.8,"Ridge",2.44046556143406e-19,7.54587959054251e-13,3.59647556421862e-19,2.42546129696009e-13,2.42546373742565e-13,1.00618513638317e-06,0.999998993814864
"495",-15.7,"Ridge",3.68234482932499e-19,9.37415056543866e-13,5.42661343268946e-19,3.01311982460528e-13,3.01312350695011e-13,1.2221021875908e-06,0.999998777897812
"496",-15.6,"Ridge",5.54460093943267e-19,1.16347249655029e-12,8.1709908581113e-19,3.73973302462592e-13,3.73973856922686e-13,1.48261725700761e-06,0.999998517382743
"497",-15.5,"Ridge",8.33125065230588e-19,1.44272135689753e-12,1.22776325402402e-18,4.63731864717062e-13,4.63732697842127e-13,1.79656312592867e-06,0.999998203436874
"498",-15.4,"Ridge",1.24923509019029e-18,1.78735550767366e-12,1.84097802764885e-18,5.74507127466533e-13,5.74508376701623e-13,2.17444190694384e-06,0.999997825558093
"499",-15.3,"Ridge",1.86927077575467e-18,2.21228751183384e-12,2.75471482742793e-18,7.11092414518022e-13,7.11094283788797e-13,2.62872423301586e-06,0.999997371275767
"500",-15.2,"Ridge",2.79122165097385e-18,2.73573694483984e-12,4.11337927511936e-18,8.79344017984234e-13,8.79346809205885e-13,3.17419887324607e-06,0.999996825801127
"501",-15.1,"Ridge",4.15920667674773e-18,3.37994198407586e-12,6.12935720783875e-18,1.08640992345296e-12,1.08641408265963e-12,3.828380672833e-06,0.999996171619327
"502",-15,"Ridge",6.18473000860018e-18,4.17201920451492e-12,9.11433896004238e-18,1.34100617287979e-12,1.3410123576098e-12,4.61198584301172e-06,0.999995388014157
"503",-14.9,"Ridge",9.17751402355903e-18,5.14500137011026e-12,1.35247575084028e-17,1.65375044039258e-12,1.65375961790661e-12,5.54948489743406e-06,0.999994450515103
"504",-14.8,"Ridge",1.35901245074138e-17,6.33908876797606e-12,2.00275519056625e-17,2.03756424684945e-12,2.03757783697395e-12,6.66974495933701e-06,0.999993330255041
"505",-14.7,"Ridge",2.00824124281287e-17,7.80315645516037e-12,2.95951341046107e-17,2.50815743201583e-12,2.50817751442826e-12,8.00677476478632e-06,0.999991993225235
"506",-14.6,"Ridge",2.96143630060543e-17,9.59656786319839e-12,4.36422191668168e-17,3.0846110988852e-12,3.0846407132482e-12,9.60058747810198e-06,0.999990399412522
"507",-14.5,"Ridge",4.35795736128663e-17,1.17913547523053e-11,6.42225295347504e-17,3.790078313241e-12,3.79012189281462e-12,1.14981984340623e-05,0.999988501801566
"508",-14.4,"Ridge",6.39967066749828e-17,1.44748347796527e-11,9.43109361526063e-17,4.65262546488838e-12,4.65268946159506e-12,1.37547771462579e-05,0.999986245222854
"509",-14.3,"Ridge",9.378347947039e-17,1.77527512407755e-11,1.38207232903733e-16,5.70624147024926e-12,5.70633525372873e-12,1.64349753914491e-05,0.999983565024609
"510",-14.2,"Ridge",1.37147888308429e-16,2.17530352036799e-11,2.02112677507159e-16,6.99204702975426e-12,6.99218417764257e-12,1.96144559159294e-05,0.999980385544084
"511",-14.1,"Ridge",2.00145567324623e-16,2.66303086804828e-11,2.94951362373129e-16,8.55974207586949e-12,8.55994222143681e-12,2.33816493320942e-05,0.999976618350668
"512",-14,"Ridge",2.9147203599517e-16,3.25712691332878e-11,4.2953773725604e-16,1.04693365071282e-11,1.04696279791642e-11,2.78397701021692e-05,0.999972160229898
"513",-13.9,"Ridge",4.23586275860984e-16,3.98011210236667e-11,6.24232406531976e-16,1.27932174718929e-11,1.27936410581687e-11,3.31091261615882e-05,0.999966890873838
"514",-13.8,"Ridge",6.14300592224299e-16,4.85912499054025e-11,9.05285083277915e-16,1.56186160410222e-11,1.56192303416144e-11,3.93297607365206e-05,0.999960670239263
"515",-13.7,"Ridge",8.89025166001913e-16,5.92683694394317e-11,1.31014234989756e-15,1.90505473198173e-11,1.90514363449833e-11,4.66644692769326e-05,0.999953335530723
"516",-13.6,"Ridge",1.28392969447172e-15,7.22254124973122e-11,1.89210691816885e-15,2.32153111598503e-11,2.32165950895448e-11,5.5302239175025e-05,0.999944697760825
"517",-13.5,"Ridge",1.85038670369258e-15,8.79344851568797e-11,2.72688566859959e-15,2.82646559432828e-11,2.82665063299865e-11,6.54621650829766e-05,0.999934537834917
"518",-13.4,"Ridge",2.66120188470337e-15,1.06962257962424e-10,3.92177119851022e-15,3.43807257736364e-11,3.43833869755211e-11,7.73978981942058e-05,0.999922602101806
"519",-13.3,"Ridge",3.81933025441601e-15,1.2998823356142e-10,5.62848669071834e-15,4.17819322161707e-11,4.17857515464251e-11,9.14026938147238e-05,0.999908597306185
"520",-13.2,"Ridge",5.47004213046827e-15,1.57826405159647e-10,8.06111471858481e-15,5.07299159441723e-11,5.07353859863028e-11,0.000107815127925607,0.999892184872074
"521",-13.1,"Ridge",7.81786554483653e-15,1.9145090777851e-10,1.15210650134433e-14,6.15377917859496e-11,6.15456096514944e-11,0.000127025560216328,0.999872974439784
"522",-13,"Ridge",1.11501263857183e-14,2.32026365903397e-10,1.64317652000059e-14,7.45799033260918e-11,7.45910534524775e-11,0.000149483428234757,0.999850516571765
"523",-12.9,"Ridge",1.58695806472311e-14,2.80943758889332e-10,2.33867504274984e-14,9.0303351071571e-11,9.03192206522182e-11,0.000175705464823908,0.999824294535176
"524",-12.8,"Ridge",2.25395467620902e-14,3.39862761839373e-10,3.32161741757119e-14,1.09241602019798e-10,1.0926414156656e-10,0.000206284938854892,0.999793715061145
"525",-12.7,"Ridge",3.19461829371941e-14,4.1076167731769e-10,4.70785853811282e-14,1.32030539137829e-10,1.32062485320766e-10,0.000241902027359247,0.999758097972641
"526",-12.6,"Ridge",4.51842249594501e-14,4.95996255293926e-10,6.65872788876107e-14,1.59427367773048e-10,1.59472551998007e-10,0.000283335435429758,0.99971666456457
"527",-12.5,"Ridge",6.37747504243827e-14,5.98368908637671e-10,9.39838427306692e-14,1.9233286349068e-10,1.92396638241104e-10,0.000331475388590015,0.99966852461141
"528",-12.4,"Ridge",8.98265594593381e-14,7.21210073246991e-10,1.3237598236113e-13,2.31817523543676e-10,2.31907350103135e-10,0.000387338130591333,0.999612661869409
"529",-12.3,"Ridge",1.26256815450863e-13,8.68473739966805e-10,1.86062675401272e-13,2.79152273560759e-10,2.7927853037621e-10,0.000452082067607509,0.999547917932393
"530",-12.2,"Ridge",1.77092008624225e-13,1.04484950485951e-09,2.6097769691991e-13,3.35844483704841e-10,3.36021575713466e-10,0.000527025707346946,0.999472974292653
"531",-12.1,"Ridge",2.47877532411833e-13,1.25589385078627e-09,3.65293205659543e-13,4.03680166324159e-10,4.03928043856571e-10,0.000613667548420704,0.999386332451579
"532",-12,"Ridge",3.4623377581362e-13,1.50818379299185e-09,5.1023924856744e-13,4.84773362033096e-10,4.85119595808909e-10,0.000713708081068741,0.999286291918931
"533",-11.9,"Ridge",4.82609389496691e-13,1.80949650157125e-09,7.11213837153018e-13,5.81623875505046e-10,5.82106484894542e-10,0.000829074064660391,0.99917092593534
"534",-11.8,"Ridge",6.71299262164854e-13,2.16901906229274e-09,9.89283123190311e-13,6.97184698594094e-10,6.97855997856258e-10,0.000961945249775048,0.999038054750225
"535",-11.7,"Ridge",9.3181702270416e-13,2.59759316314272e-09,1.37320403345876e-12,8.34940659581587e-10,8.35872476604291e-10,0.00111478371257018,0.99888521628743
"536",-11.6,"Ridge",1.29074121432855e-12,3.10800020704657e-09,1.90214494743154e-12,9.99000066550682e-10,1.00029080776501e-09,0.00129036596588596,0.998709634034114
"537",-11.5,"Ridge",1.78419280097769e-12,3.71529316252185e-09,2.62933675933554e-12,1.19420137366774e-09,1.19598556646871e-09,0.00149181800433071,0.998508181995669
"538",-11.4,"Ridge",2.46115210669169e-12,4.43718238576304e-09,3.62696099933512e-12,1.42623719542383e-09,1.42869834753053e-09,0.00172265342851816,0.998277346571482
"539",-11.3,"Ridge",3.38788917547447e-12,5.29448369339104e-09,4.99267878490974e-12,1.70179833001855e-09,1.70518621919402e-09,0.00198681477561776,0.998013185224382
"540",-11.2,"Ridge",4.65386737552421e-12,6.31163814980624e-09,6.85833086919357e-12,2.02874083386629e-09,2.03339470124182e-09,0.00228871815820216,0.997711281841798
"541",-11.1,"Ridge",6.37959160198419e-12,7.51731437329e-09,9.40150341345039e-12,2.41627961998607e-09,2.42265921158805e-09,0.00263330127963081,0.997366698720369
"542",-11,"Ridge",8.72701696206735e-12,8.94510567891005e-09,1.2860867101994e-11,2.87521253964966e-09,2.88393955661173e-09,0.00302607485030668,0.996973925149693
"543",-10.9,"Ridge",1.19133206185191e-11,1.06343360838909e-08,1.75564724904492e-11,3.41817945553636e-09,3.43009277615488e-09,0.00347317737331695,0.996526822626683
"544",-10.8,"Ridge",1.62290802311018e-11,1.26309911243343e-08,2.39165392879394e-11,4.05996143282174e-09,4.07619051305284e-09,0.00398143319826018,0.99601856680174
"545",-10.7,"Ridge",2.20622119270385e-11,1.49887915949822e-08,3.2512733366162e-11,4.81782586981572e-09,4.83988808174276e-09,0.00455841365635346,0.995441586343647
"546",-10.6,"Ridge",2.99294174878385e-11,1.77704307522596e-08,4.41065099820778e-11,5.71192417036917e-09,5.74185358785701e-09,0.00521250098594187,0.994787499014058
"547",-10.5,"Ridge",4.05173976772425e-11,2.10489982435689e-08,5.97098492085679e-11,6.76574943543285e-09,6.80626683311009e-09,0.00595295463294792,0.994047045367052
"548",-10.4,"Ridge",5.47367353349604e-11,2.49096170736327e-08,8.06646625988891e-11,8.00666263081051e-09,8.06139936614547e-09,0.00678997936323959,0.99321002063676
"549",-10.3,"Ridge",7.37921740873718e-11,2.94513233250259e-08,1.08746361812969e-10,9.46649678304404e-09,9.54028895713141e-09,0.00773479445108544,0.992265205548915
"550",-10.2,"Ridge",9.92740610105386e-11,3.47892221510144e-08,1.46298616226057e-10,1.11822499771118e-08,1.12815240381223e-08,0.00879970300777391,0.991200296992226
"551",-10.1,"Ridge",1.33277039621304e-10,4.10569577932861e-08,1.96408268915605e-10,1.31968792906991e-08,1.33301563303204e-08,0.00999816028549908,0.990001839714501
"552",-10,"Ridge",1.7855374130361e-10,4.84095400868162e-08,2.63131829289531e-10,1.55602093136195e-08,1.57387630549231e-08,0.0113448395328474,0.988655160467153
"553",-9.9,"Ridge",2.38713312365933e-10,5.70265751435926e-08,3.51788039276112e-10,1.83299705818691e-08,1.8568683894235e-08,0.0128556936897422,0.987144306310258
"554",-9.8,"Ridge",3.18477232757873e-10,6.71159537037733e-08,4.69334869327392e-10,2.157298511907e-08,2.18914623518278e-08,0.0145480108929901,0.98545198910701
"555",-9.7,"Ridge",4.24008155906912e-10,7.891805705763e-08,6.24854124494397e-10,2.53665183399525e-08,2.57905264958594e-08,0.0164404614219483,0.983559538578052
"556",-9.6,"Ridge",5.63331578890366e-10,9.2710547527809e-08,8.30172853101592e-10,2.97998188482243e-08,3.03631504271147e-08,0.0185531333529641,0.981446866647036
"557",-9.5,"Ridge",7.46875221931095e-10,1.08813818315403e-07,1.10065822179319e-09,3.4975870172808e-08,3.57227453947391e-08,0.0209075538197881,0.979092446180212
"558",-9.4,"Ridge",9.88157277596552e-10,1.2759718611426e-07,1.45623177751071e-09,4.10133812510122e-08,4.20015385286088e-08,0.0235266924073146,0.976473307592685
"559",-9.3,"Ridge",1.30466244940502e-09,1.49485919347699e-07,1.92266045175476e-09,4.80490455046175e-08,4.93537079540226e-08,0.0264349428541505,0.97356505714585
"560",-9.2,"Ridge",1.7189542556313e-09,1.74969205244531e-07,2.53319574514086e-09,5.62401016857422e-08,5.79590559413735e-08,0.0296580789267867,0.970341921073213
"561",-9.1,"Ridge",2.26008380716459e-09,2.04609170313584e-07,3.33064982108466e-09,6.57672333150805e-08,6.80273171222451e-08,0.0332231800807787,0.966776819919221
"562",-9,"Ridge",2.96536962988625e-09,2.39051081165809e-07,4.37001840193763e-09,7.68378475175814e-08,7.98032171474677e-08,0.037158522373936,0.962841477626064
"563",-8.9,"Ridge",3.88264062635285e-09,2.79034866140338e-07,5.7217861862042e-09,8.96897784022516e-08,9.35724190286045e-08,0.0414934300797114,0.958506569920289
"564",-8.8,"Ridge",5.0730555877322e-09,3.25408112885883e-07,7.47608191876324e-09,1.04595464856177e-07,1.09668520443909e-07,0.0462580836068348,0.953741916393165
"565",-8.7,"Ridge",6.61463851274711e-09,3.7914071300239e-07,9.74788833457469e-09,1.21866657750768e-07,1.28481296263515e-07,0.0514832797077364,0.948516720292264
"566",-8.6,"Ridge",8.60670022717435e-09,4.4134134213012e-07,1.26835582295201e-08,1.41859717113253e-07,1.50466417340427e-07,0.0572001405981633,0.942799859401837
"567",-8.5,"Ridge",1.11753544261181e-08,5.1327598255317e-07,1.64689433648056e-08,1.64981565820662e-07,1.7615692024678e-07,0.0634397695558167,0.936560230444183
"568",-8.4,"Ridge",1.44803814392754e-08,5.96388715528436e-07,2.13395094894585e-08,1.91696372848426e-07,2.06176754287701e-07,0.0702328518522962,0.929767148147704
"569",-8.3,"Ridge",1.87237470785076e-08,6.92325032222354e-07,2.75928904314848e-08,2.22533046071471e-07,2.41256793149979e-07,0.0776092015235726,0.922390798476427
"570",-8.2,"Ridge",2.41601483915622e-08,8.02957935394958e-07,3.56044292086179e-08,2.58093622091237e-07,2.82253770482799e-07,0.0855972565051511,0.914402743494849
"571",-8.1,"Ridge",3.11100347508873e-08,9.30417128865913e-07,4.58463670013076e-08,2.99062648564044e-07,3.30172683314931e-07,0.0942235270299857,0.905776472970014
"572",-8,"Ridge",3.99756434158516e-08,1.07712161837574e-06,5.89114745075707e-08,3.46217663049346e-07,3.86193306465198e-07,0.103512004860328,0.896487995139672
"573",-7.9,"Ridge",5.12606957290796e-08,1.24581607575174e-06,7.55420779165383e-08,4.0044088149163e-07,4.5170157722071e-07,0.113483543813336,0.886516456186664
"574",-7.8,"Ridge",6.55945259112603e-08,1.43961134832747e-06,9.66656171323836e-08,4.62732219105257e-07,5.28326745016517e-07,0.124155225019338,0.875844774980662
"575",-7.7,"Ridge",8.37615617426648e-08,1.66202952735695e-06,1.2343809098919e-07,5.34223776650447e-07,6.17985338393112e-07,0.135539723256966,0.864460276743034
"576",-7.6,"Ridge",1.06737248280191e-07,1.91705402270562e-06,1.57296997465544e-07,6.16195935869665e-07,7.22933184149855e-07,0.147644693341488,0.852355306658512
"577",-7.5,"Ridge",1.35731705451076e-07,2.20918512636696e-06,2.00025671191059e-07,7.10095219189379e-07,8.45826924640455e-07,0.160472197676579,0.839527802323421
"578",-7.4,"Ridge",1.72242641455209e-07,2.54350158430276e-06,2.53831261091887e-07,8.17554080668746e-07,9.89796722123955e-07,0.174018197479582,0.825981802520418
"579",-7.3,"Ridge",2.18119310219477e-07,2.92572873467077e-06,3.21438983481334e-07,9.40412807572747e-07,1.15853211779222e-06,0.188272130629524,0.811727869370476
"580",-7.2,"Ridge",2.75639606729548e-07,3.36231381059137e-06,4.06205736233018e-07,1.08074372483294e-06,1.35638333156249e-06,0.203216598372692,0.796783401627308
"581",-7.1,"Ridge",3.4760274315181e-07,3.86050904709561e-06,5.12256674118457e-07,1.24087790799502e-06,1.58848065114683e-06,0.218827181118544,0.781172818881456
"582",-7,"Ridge",4.37440345612058e-07,4.42846327463342e-06,6.44648930375664e-07,1.42343462398931e-06,1.86087496960137e-06,0.235072400219218,0.764927599780782
"583",-6.9,"Ridge",5.49349260726939e-07,5.07532272531565e-06,8.09567331597594e-07,1.63135373313717e-06,2.18070299386411e-06,0.251913838002082,0.748086161997918
"584",-6.8,"Ridge",6.88449866844746e-07,5.81134182268652e-06,1.01455769850805e-06,1.86793130014924e-06,2.55638116699398e-06,0.26930642258419,0.73069357741581
"585",-6.7,"Ridge",8.60974251620226e-07,6.6480047710037e-06,1.26880416028244e-06,2.13685867639405e-06,2.99783292801427e-06,0.287198877420606,0.712801122579394
"586",-6.6,"Ridge",1.07448924886588e-06,7.59815880542553e-06,1.58345784043393e-06,2.44226533031535e-06,3.51675457918123e-06,0.305534328504676,0.694465671495324
"587",-6.5,"Ridge",1.33816002691291e-06,8.67616000980251e-06,1.97202530281902e-06,2.78876571743652e-06,4.12692574434943e-06,0.324251055097153,0.675748944902847
"588",-6.4,"Ridge",1.66306069056362e-06,9.89803265352633e-06,2.4508262808306e-06,3.18151049577632e-06,4.84457118633994e-06,0.343283363293926,0.656716636706074
"589",-6.3,"Ridge",2.06253920071793e-06,1.12816430426318e-05,3.03953145368959e-06,3.62624240656022e-06,5.68878160727815e-06,0.362562556115557,0.637437443884443
"590",-6.2,"Ridge",2.55264483022102e-06,1.28468889225431e-05,3.76179238137834e-06,4.12935715367458e-06,6.6820019838956e-06,0.38201796952069,0.61798203047931
"591",-6.1,"Ridge",3.15262736011225e-06,1.46159055099175e-05,4.64597716227068e-06,4.69796962818777e-06,7.85059698830002e-06,0.401578041110849,0.598421958889151
"592",-6,"Ridge",3.88551827398891e-06,1.66132892683054e-05,5.72602693008892e-06,5.33998583624102e-06,9.22550411022994e-06,0.421171377473059,0.578828622526941
"593",-5.9,"Ridge",4.77880532399765e-06,1.88663405761103e-05,7.04244995115443e-06,6.06418089946402e-06,1.08429862234617e-05,0.440727787116195,0.559272212883805
"594",-5.8,"Ridge",5.86521301160186e-06,2.14053264647891e-05,8.64347180657117e-06,6.88028350653934e-06,1.27454965181412e-05,0.460179248666669,0.539820751333331
"595",-5.7,"Ridge",7.18360273806963e-06,2.42637646295554e-05,1.05863619297868e-05,7.79906720235709e-06,1.49826699404267e-05,0.479460788139409,0.520539211860591
"596",-5.6,"Ridge",8.7800076181914e-06,2.74787299330932e-05,1.29389585952294e-05,8.83244890706566e-06,1.76124565252571e-05,0.498511244334399,0.501488755665601
"597",-5.5,"Ridge",1.07088181964938e-05,3.10911846339866e-05,1.57814162895698e-05,9.99359506092427e-06,2.07024132574181e-05,0.517273907314,0.482726092686
"598",-5.4,"Ridge",1.30341365339224e-05,3.51463335746643e-05,1.92082012078857e-05,1.12970357918564e-05,2.43311723257788e-05,0.535697021064324,0.464302978935676
"599",-5.3,"Ridge",1.58313173152799e-05,3.96940055575353e-05,2.33303623593599e-05,1.27587875006364e-05,2.85901048159163e-05,0.553734147433644,0.446265852566356
"600",-5.2,"Ridge",1.91887157287658e-05,4.47890621214857e-05,2.82781073897601e-05,1.43964842533347e-05,3.35851999821005e-05,0.571344393929247,0.428655606070753
"601",-5.1,"Ridge",2.32096628480462e-05,5.0491834902782e-05,3.4203713670805e-05,1.62295183616085e-05,3.94391812096547e-05,0.588492512678344,0.411507487321656
"602",-5,"Ridge",2.80146900575409e-05,5.68685927234228e-05,4.12848064005865e-05,1.82791905182431e-05,4.62938805757839e-05,0.605148881647118,0.394851118352882
"603",-4.9,"Ridge",3.37440246499264e-05,6.39920394947797e-05,4.97280363262073e-05,2.05688698376078e-05,5.43128944875341e-05,0.621289381984075,0.378710618015925
"604",-4.8,"Ridge",4.05603790318048e-05,7.19418439536104e-05,5.97731901521334e-05,2.31241641279462e-05,6.3684543159751e-05,0.636895187110947,0.363104812889053
"605",-4.7,"Ridge",4.86520559335406e-05,8.08052021598828e-05,7.16977666389019e-05,2.5973100694248e-05,7.46251566277886e-05,0.651952479995516,0.348047520004485
"606",-4.6,"Ridge",5.82363915611094e-05,9.06774335798856e-05,8.5822050721635e-05,2.91463179363918e-05,8.73827094975013e-05,0.666452115023679,0.333547884976321
"607",-4.5,"Ridge",6.95635576749618e-05,0.000101662611452512,0.000102514716573628,3.26772679668789e-05,0.000102240825641841,0.680389240191091,0.319610759808909
"608",-4.4,"Ridge",8.29207420525756e-05,0.000113874227989969,0.000122198988288006,3.66024304253472e-05,0.000119523172477923,0.693762894119062,0.306237105880938
"609",-4.3,"Ridge",9.86367246036105e-05,0.000127435894795232,0.000145359383626373,4.0961537612753e-05,0.000139598262216363,0.706575590824571,0.293424409175429
"610",-4.2,"Ridge",0.000117086863473746,0.000142482078686002,0.00017254906196131,4.5797811006215e-05,0.000162884674479961,0.718832903387425,0.281167096612575
"611",-4.1,"Ridge",0.000138698501709844,0.000159158872897629,0.000204397791993455,5.11582091456663e-05,0.000189856710855511,0.730543055785897,0.269456944214103
"612",-4,"Ridge",0.000163956800381835,0.000177624803394216,0.000241620547931125,5.70936868052837e-05,0.000221050487187118,0.741716530319365,0.258283469680635
"613",-3.9,"Ridge",0.000193410998387218,0.000198051669747141,0.000285026734465375,6.36594652758668e-05,0.000257070463663085,0.75236569628124,0.24763430371876
"614",-3.8,"Ridge",0.000227681092431595,0.000220625419742439,0.000335530030951825,7.0915313488641e-05,0.000298596405920236,0.762504463943265,0.237495536056735
"615",-3.7,"Ridge",0.000267464922823327,0.00024554705655249,0.000394158833634377,7.89258396061574e-05,0.000346390762429484,0.772147966497159,0.227852033502841
"616",-3.6,"Ridge",0.000313545641696803,0.000273033576952564,0.00046206726144792,8.77607925918954e-05,0.000401306434288698,0.781312271388201,0.218687728611799
"617",-3.5,"Ridge",0.000366799530059659,0.000303318938678913,0.000540546675877392,9.74953731467936e-05,0.000464294903206452,0.790014121470031,0.209985878529969
"618",-3.4,"Ridge",0.000428204118639361,0.000336655054612193,0.000631037648521164,0.000108210553268205,0.000536414671907566,0.798270705602826,0.201729294397174
"619",-3.3,"Ridge",0.000498846554904966,0.000373312811028346,0.000735142291438897,0.000119993403544825,0.000618839958449791,0.806099457692726,0.193900542307274
"620",-3.2,"Ridge",0.000579932144911897,0.000413583106689418,0.000854636845133322,0.00013293742715017,0.000712869572062067,0.813517882709412,0.186482117290588
