delta,ZRPu,ZPPu,ZRPs,ZPPs
8.19,0.946629178,0.998296716,0.000145281,-2.69E-07
8.2,0.947004398,0.998314168,0.000144519,-2.55E-07
8.21,0.947377474,0.998331486,0.00014376,-2.41E-07
8.22,0.947748414,0.998348672,0.000143004,-2.27E-07
8.23,0.948117225,0.99836573,0.000142252,-2.13E-07
8.24,0.948483916,0.998382664,0.000141504,-1.99E-07
8.25,0.948848493,0.998399477,0.000140759,-1.84E-07
8.26,0.949210966,0.998416173,0.000140017,-1.70E-07
8.27,0.949571341,0.998432754,0.000139278,-1.56E-07
8.28,0.949929627,0.998449225,0.000138543,-1.42E-07
8.29,0.950285832,0.998465587,0.000137812,-1.28E-07
8.3,0.950639963,0.998481845,0.000137084,-1.13E-07
8.31,0.950992028,0.998498001,0.000136359,-9.92E-08
8.32,0.951342036,0.998514058,0.000135637,-8.49E-08
8.33,0.951689994,0.998530019,0.000134919,-7.06E-08
8.34,0.952035909,0.998545887,0.000134204,-5.63E-08
8.35,0.952379791,0.998561664,0.000133492,-4.20E-08
8.36,0.952721646,0.998577353,0.000132784,-2.78E-08
8.37,0.953061484,0.998592956,0.000132079,-1.35E-08
8.38,0.953399311,0.998608477,0.000131377,8.44E-10
8.39,0.953735135,0.998623916,0.000130678,1.51E-08
8.4,0.954068966,0.998639278,0.000129983,2.94E-08
8.41,0.95440081,0.998654563,0.000129291,4.37E-08
8.42,0.954730675,0.998669775,0.000128602,5.79E-08
8.43,0.95505857,0.998684915,0.000127916,7.22E-08
8.44,0.955384502,0.998699985,0.000127233,8.64E-08
8.45,0.955708479,0.998714987,0.000126554,1.01E-07
8.46,0.95603051,0.998729924,0.000125878,1.15E-07
8.47,0.956350602,0.998744797,0.000125205,1.29E-07
8.48,0.956668764,0.998759608,0.000124535,1.43E-07
8.49,0.956985002,0.998774358,0.000123868,1.57E-07
8.5,0.957299326,0.99878905,0.000123204,1.71E-07
8.51,0.957611743,0.998803684,0.000122543,1.85E-07
8.52,0.957922261,0.998818263,0.000121886,1.99E-07
8.53,0.958230888,0.998832788,0.000121231,2.13E-07
8.54,0.958537633,0.99884726,0.00012058,2.27E-07
8.55,0.958842502,0.998861681,0.000119932,2.41E-07
8.56,0.959145505,0.998876052,0.000119286,2.55E-07
8.57,0.959446648,0.998890374,0.000118644,2.68E-07
8.58,0.959745941,0.998904649,0.000118005,2.82E-07
8.59,0.96004339,0.998918877,0.000117368,2.96E-07
8.6,0.960339004,0.99893306,0.000116735,3.09E-07
8.61,0.960632791,0.998947199,0.000116105,3.23E-07
8.62,0.96092476,0.998961295,0.000115477,3.36E-07
8.63,0.961214916,0.998975348,0.000114853,3.50E-07
8.64,0.96150327,0.998989359,0.000114232,3.63E-07
8.65,0.961789828,0.99900333,0.000113613,3.76E-07
8.66,0.9620746,0.999017261,0.000112997,3.89E-07
8.67,0.962357591,0.999031152,0.000112385,4.02E-07
8.68,0.962638812,0.999045005,0.000111775,4.15E-07
8.69,0.962918269,0.999058821,0.000111168,4.28E-07
8.7,0.96319597,0.999072598,0.000110564,4.41E-07
8.71,0.963471924,0.999086339,0.000109963,4.54E-07
8.72,0.963746138,0.999100043,0.000109365,4.66E-07
8.73,0.96401862,0.999113712,0.000108769,4.79E-07
8.74,0.964289379,0.999127345,0.000108176,4.91E-07
8.75,0.964558421,0.999140942,0.000107587,5.03E-07
8.76,0.964825756,0.999154505,0.000107,5.16E-07
8.77,0.96509139,0.999168033,0.000106415,5.28E-07
8.78,0.965355333,0.999181526,0.000105834,5.40E-07
8.79,0.965617591,0.999194985,0.000105255,5.52E-07
8.8,0.965878172,0.999208409,0.000104679,5.64E-07
8.81,0.966137085,0.9992218,0.000104106,5.75E-07
8.82,0.966394337,0.999235156,0.000103536,5.87E-07
8.83,0.966649937,0.999248478,0.000102968,5.98E-07
8.84,0.966903891,0.999261766,0.000102403,6.10E-07
8.85,0.967156208,0.99927502,0.000101841,6.21E-07
8.86,0.967406896,0.999288239,0.000101281,6.32E-07
8.87,0.967655962,0.999301424,0.000100725,6.43E-07
8.88,0.967903415,0.999314574,0.00010017,6.54E-07
8.89,0.968149261,0.999327689,9.96E-05,6.65E-07
8.9,0.96839351,0.999340769,9.91E-05,6.75E-07
8.91,0.968636168,0.999353814,9.85E-05,6.86E-07
8.92,0.968877244,0.999366823,9.80E-05,6.96E-07
8.93,0.969116745,0.999379795,9.74E-05,7.06E-07
8.94,0.969354679,0.999392731,9.69E-05,7.16E-07
8.95,0.969591053,0.99940563,9.64E-05,7.26E-07
8.96,0.969825876,0.999418492,9.58E-05,7.36E-07
8.97,0.970059155,0.999431316,9.53E-05,7.45E-07
8.98,0.970290898,0.999444101,9.48E-05,7.55E-07
8.99,0.970521112,0.999456847,9.42E-05,7.64E-07
9,0.970749806,0.999469554,9.37E-05,7.73E-07
9.01,0.970976986,0.999482221,9.32E-05,7.82E-07
9.02,0.971202661,0.999494848,9.27E-05,7.91E-07
9.03,0.971426839,0.999507433,9.22E-05,8.00E-07
9.04,0.971649526,0.999519976,9.17E-05,8.08E-07
9.05,0.97187073,0.999532476,9.11E-05,8.17E-07
9.06,0.972090459,0.999544933,9.06E-05,8.25E-07
9.07,0.972308721,0.999557346,9.01E-05,8.33E-07
9.08,0.972525523,0.999569714,8.96E-05,8.41E-07
9.09,0.972740873,0.999582036,8.91E-05,8.48E-07
9.1,0.972954779,0.999594312,8.86E-05,8.56E-07
9.11,0.973167246,0.99960654,8.81E-05,8.63E-07
9.12,0.973378285,0.999618721,8.76E-05,8.71E-07
9.13,0.973587901,0.999630852,8.72E-05,8.78E-07
9.14,0.973796102,0.999642934,8.67E-05,8.84E-07
9.15,0.974002896,0.999654965,8.62E-05,8.91E-07
9.16,0.974208291,0.999666945,8.57E-05,8.98E-07
9.17,0.974412293,0.999678871,8.52E-05,9.04E-07
9.18,0.97461491,0.999690745,8.47E-05,9.10E-07
9.19,0.974816149,0.999702564,8.43E-05,9.16E-07
9.2,0.975016019,0.999714327,8.38E-05,9.22E-07
9.21,0.975214525,0.999726035,8.33E-05,9.28E-07
9.22,0.975411676,0.999737684,8.28E-05,9.33E-07
9.23,0.975607479,0.999749276,8.24E-05,9.38E-07
9.24,0.975801941,0.999760808,8.19E-05,9.43E-07
9.25,0.97599507,0.999772279,8.14E-05,9.48E-07
9.26,0.976186873,0.99978369,8.10E-05,9.53E-07
9.27,0.976377356,0.999795037,8.05E-05,9.57E-07
9.28,0.976566528,0.999806321,8.01E-05,9.62E-07
9.29,0.976754395,0.999817541,7.96E-05,9.66E-07
9.3,0.976940965,0.999828694,7.92E-05,9.70E-07
9.31,0.977126245,0.999839781,7.87E-05,9.73E-07
9.32,0.977310242,0.9998508,7.83E-05,9.77E-07
9.33,0.977492964,0.99986175,7.78E-05,9.80E-07
9.34,0.977674416,0.99987263,7.74E-05,9.83E-07
9.35,0.977854607,0.999883438,7.69E-05,9.86E-07
9.36,0.978033544,0.999894175,7.65E-05,9.89E-07
9.37,0.978211233,0.999904838,7.61E-05,9.91E-07
9.38,0.978387682,0.999915426,7.56E-05,9.94E-07
9.39,0.978562897,0.999925939,7.52E-05,9.96E-07
9.4,0.978736886,0.999936375,7.48E-05,9.98E-07
9.41,0.978909656,0.999946733,7.43E-05,1.00E-06
9.42,0.979081214,0.999957012,7.39E-05,1.00E-06
9.43,0.979251566,0.999967211,7.35E-05,1.00E-06
9.44,0.979420719,0.999977328,7.31E-05,1.00E-06
9.45,0.979588681,0.999987363,7.27E-05,1.00E-06
9.46,0.979755458,0.999997315,7.22E-05,1.01E-06
9.47,0.979921057,1.000007181,7.18E-05,1.01E-06
9.48,0.980085486,1.000016962,7.14E-05,1.01E-06
9.49,0.98024875,1.000026657,7.10E-05,1.01E-06
9.5,0.980410856,1.000036263,7.06E-05,1.01E-06
9.51,0.980571812,1.00004578,7.02E-05,1.01E-06
9.52,0.980731624,1.000055206,6.98E-05,1.01E-06
9.53,0.980890299,1.000064542,6.94E-05,1.00E-06
9.54,0.981047843,1.000073785,6.90E-05,1.00E-06
9.55,0.981204264,1.000082934,6.86E-05,1.00E-06
9.56,0.981359567,1.000091989,6.82E-05,1.00E-06
9.57,0.98151376,1.000100948,6.78E-05,1.00E-06
9.58,0.981666848,1.00010981,6.74E-05,9.99E-07
9.59,0.98181884,1.000118574,6.70E-05,9.97E-07
9.6,0.98196974,1.00012724,6.66E-05,9.95E-07
9.61,0.982119557,1.000135805,6.62E-05,9.92E-07
9.62,0.982268295,1.000144269,6.58E-05,9.90E-07
9.63,0.982415963,1.000152632,6.55E-05,9.87E-07
9.64,0.982562565,1.000160891,6.51E-05,9.84E-07
9.65,0.982708109,1.000169047,6.47E-05,9.81E-07
9.66,0.982852602,1.000177097,6.43E-05,9.78E-07
9.67,0.982996048,1.000185041,6.40E-05,9.74E-07
9.68,0.983138456,1.000192878,6.36E-05,9.71E-07
9.69,0.98327983,1.000200607,6.32E-05,9.67E-07
9.7,0.983420179,1.000208228,6.28E-05,9.63E-07
9.71,0.983559506,1.000215738,6.25E-05,9.59E-07
9.72,0.98369782,1.000223138,6.21E-05,9.54E-07
9.73,0.983835126,1.000230426,6.17E-05,9.49E-07
9.74,0.983971431,1.000237601,6.14E-05,9.45E-07
9.75,0.98410674,1.000244662,6.10E-05,9.40E-07
9.76,0.98424106,1.00025161,6.07E-05,9.34E-07
9.77,0.984374398,1.000258442,6.03E-05,9.29E-07
9.78,0.984506758,1.000265158,5.99E-05,9.23E-07
9.79,0.984638147,1.000271757,5.96E-05,9.17E-07
9.8,0.984768572,1.000278239,5.92E-05,9.11E-07
9.81,0.984898037,1.000284602,5.89E-05,9.05E-07
9.82,0.985026551,1.000290845,5.85E-05,8.99E-07
9.83,0.985154117,1.000296969,5.82E-05,8.92E-07
9.84,0.985280742,1.000302972,5.79E-05,8.85E-07
9.85,0.985406433,1.000308854,5.75E-05,8.79E-07
9.86,0.985531195,1.000314613,5.72E-05,8.71E-07
9.87,0.985655034,1.000320249,5.68E-05,8.64E-07
9.88,0.985777955,1.000325762,5.65E-05,8.57E-07
9.89,0.985899965,1.000331151,5.62E-05,8.49E-07
9.9,0.986021069,1.000336415,5.58E-05,8.41E-07
9.91,0.986141274,1.000341554,5.55E-05,8.33E-07
9.92,0.986260585,1.000346567,5.52E-05,8.25E-07
9.93,0.986379007,1.000351453,5.48E-05,8.17E-07
9.94,0.986496546,1.000356212,5.45E-05,8.08E-07
9.95,0.986613209,1.000360844,5.42E-05,7.99E-07
9.96,0.986729,1.000365347,5.39E-05,7.91E-07
9.97,0.986843925,1.000369722,5.35E-05,7.82E-07
9.98,0.98695799,1.000373968,5.32E-05,7.72E-07
9.99,0.9870712,1.000378084,5.29E-05,7.63E-07
10,0.987183562,1.000382071,5.26E-05,7.53E-07
10.01,0.987295079,1.000385927,5.23E-05,7.44E-07
10.02,0.987405759,1.000389653,5.20E-05,7.34E-07
10.03,0.987515606,1.000393247,5.16E-05,7.24E-07
10.04,0.987624626,1.000396711,5.13E-05,7.14E-07
10.05,0.987732823,1.000400042,5.10E-05,7.03E-07
10.06,0.987840205,1.000403242,5.07E-05,6.93E-07
10.07,0.987946775,1.00040631,5.04E-05,6.82E-07
10.08,0.988052539,1.000409246,5.01E-05,6.72E-07
10.09,0.988157502,1.000412049,4.98E-05,6.61E-07
10.1,0.98826167,1.000414719,4.95E-05,6.50E-07
10.11,0.988365049,1.000417256,4.92E-05,6.39E-07
10.12,0.988467642,1.00041966,4.89E-05,6.27E-07
10.13,0.988569455,1.000421932,4.86E-05,6.16E-07
10.14,0.988670494,1.00042407,4.83E-05,6.04E-07
10.15,0.988770763,1.000426075,4.80E-05,5.93E-07
10.16,0.988870268,1.000427946,4.77E-05,5.81E-07
10.17,0.988969014,1.000429685,4.74E-05,5.69E-07
10.18,0.989067005,1.00043129,4.72E-05,5.57E-07
10.19,0.989164247,1.000432762,4.69E-05,5.45E-07
10.2,0.989260744,1.0004341,4.66E-05,5.32E-07
10.21,0.989356502,1.000435306,4.63E-05,5.20E-07
10.22,0.989451526,1.000436379,4.60E-05,5.07E-07
10.23,0.98954582,1.000437319,4.57E-05,4.95E-07
10.24,0.98963939,1.000438127,4.55E-05,4.82E-07
10.25,0.989732239,1.000438802,4.52E-05,4.69E-07
10.26,0.989824374,1.000439345,4.49E-05,4.56E-07
10.27,0.989915798,1.000439757,4.46E-05,4.43E-07
10.28,0.990006516,1.000440037,4.44E-05,4.30E-07
10.29,0.990096534,1.000440185,4.41E-05,4.16E-07
10.3,0.990185856,1.000440203,4.38E-05,4.03E-07
10.31,0.990274486,1.00044009,4.35E-05,3.89E-07
10.32,0.990362429,1.000439847,4.33E-05,3.76E-07
10.33,0.990449691,1.000439474,4.30E-05,3.62E-07
10.34,0.990536274,1.000438972,4.27E-05,3.48E-07
10.35,0.990622185,1.000438341,4.25E-05,3.35E-07
10.36,0.990707427,1.000437581,4.22E-05,3.21E-07
10.37,0.990792005,1.000436694,4.20E-05,3.07E-07
10.38,0.990875923,1.00043568,4.17E-05,2.93E-07
10.39,0.990959187,1.000434539,4.14E-05,2.79E-07
10.4,0.9910418,1.000433272,4.12E-05,2.64E-07
10.41,0.991123766,1.000431879,4.09E-05,2.50E-07
10.42,0.991205091,1.000430362,4.07E-05,2.36E-07
10.43,0.991285778,1.000428721,4.04E-05,2.22E-07
10.44,0.991365832,1.000426956,4.02E-05,2.07E-07
10.45,0.991445257,1.000425069,3.99E-05,1.93E-07
10.46,0.991524057,1.000423059,3.97E-05,1.78E-07
10.47,0.991602236,1.000420929,3.94E-05,1.64E-07
10.48,0.9916798,1.000418678,3.92E-05,1.49E-07
10.49,0.991756751,1.000416308,3.89E-05,1.34E-07
10.5,0.991833095,1.00041382,3.87E-05,1.20E-07
10.51,0.991908834,1.000411213,3.84E-05,1.05E-07
10.52,0.991983974,1.00040849,3.82E-05,9.02E-08
10.53,0.992058518,1.000405652,3.80E-05,7.55E-08
10.54,0.992132471,1.000402698,3.77E-05,6.07E-08
10.55,0.992205836,1.00039963,3.75E-05,4.59E-08
10.56,0.992278617,1.00039645,3.73E-05,3.10E-08
10.57,0.992350819,1.000393158,3.70E-05,1.62E-08
10.58,0.992422445,1.000389755,3.68E-05,1.34E-09
10.59,0.992493499,1.000386243,3.66E-05,-1.35E-08
10.6,0.992563985,1.000382622,3.63E-05,-2.84E-08
10.61,0.992633908,1.000378894,3.61E-05,-4.33E-08
10.62,0.99270327,1.00037506,3.59E-05,-5.81E-08
10.63,0.992772075,1.000371121,3.56E-05,-7.30E-08
10.64,0.992840328,1.000367078,3.54E-05,-8.78E-08
10.65,0.992908032,1.000362933,3.52E-05,-1.03E-07
10.66,0.992975191,1.000358686,3.50E-05,-1.18E-07
10.67,0.993041808,1.00035434,3.47E-05,-1.32E-07
10.68,0.993107888,1.000349895,3.45E-05,-1.47E-07
10.69,0.993173433,1.000345353,3.43E-05,-1.62E-07
10.7,0.993238448,1.000340715,3.41E-05,-1.77E-07
10.71,0.993302936,1.000335982,3.39E-05,-1.91E-07
10.72,0.993366901,1.000331156,3.37E-05,-2.06E-07
10.73,0.993430346,1.000326239,3.34E-05,-2.21E-07
10.74,0.993493274,1.000321231,3.32E-05,-2.35E-07
10.75,0.99355569,1.000316135,3.30E-05,-2.50E-07
10.76,0.993617596,1.000310951,3.28E-05,-2.64E-07
10.77,0.993678997,1.000305682,3.26E-05,-2.79E-07
10.78,0.993739895,1.000300328,3.24E-05,-2.93E-07
10.79,0.993800294,1.000294892,3.22E-05,-3.07E-07
10.8,0.993860197,1.000289375,3.20E-05,-3.22E-07
10.81,0.993919608,1.000283778,3.18E-05,-3.36E-07
10.82,0.99397853,1.000278104,3.16E-05,-3.50E-07
10.83,0.994036966,1.000272353,3.14E-05,-3.64E-07
10.84,0.99409492,1.000266528,3.12E-05,-3.78E-07
10.85,0.994152395,1.00026063,3.10E-05,-3.92E-07
10.86,0.994209394,1.000254661,3.08E-05,-4.06E-07
10.87,0.99426592,1.000248622,3.06E-05,-4.20E-07
10.88,0.994321976,1.000242516,3.04E-05,-4.33E-07
10.89,0.994377566,1.000236344,3.02E-05,-4.47E-07
10.9,0.994432693,1.000230107,3.00E-05,-4.60E-07
10.91,0.994487359,1.000223808,2.98E-05,-4.74E-07
10.92,0.994541569,1.000217449,2.96E-05,-4.87E-07
10.93,0.994595324,1.000211031,2.94E-05,-5.00E-07
10.94,0.994648629,1.000204556,2.92E-05,-5.13E-07
10.95,0.994701485,1.000198025,2.90E-05,-5.26E-07
10.96,0.994753897,1.000191442,2.88E-05,-5.39E-07
10.97,0.994805866,1.000184807,2.86E-05,-5.52E-07
10.98,0.994857397,1.000178123,2.85E-05,-5.64E-07
10.99,0.994908491,1.000171391,2.83E-05,-5.77E-07
11,0.994959152,1.000164613,2.81E-05,-5.89E-07
11.01,0.995009383,1.000157792,2.79E-05,-6.01E-07
11.02,0.995059186,1.000150929,2.77E-05,-6.14E-07
11.03,0.995108565,1.000144027,2.75E-05,-6.26E-07
11.04,0.995157522,1.000137086,2.74E-05,-6.37E-07
11.05,0.99520606,1.00013011,2.72E-05,-6.49E-07
11.06,0.995254182,1.0001231,2.70E-05,-6.61E-07
11.07,0.99530189,1.000116058,2.68E-05,-6.72E-07
11.08,0.995349188,1.000108987,2.66E-05,-6.83E-07
11.09,0.995396077,1.000101887,2.65E-05,-6.94E-07
11.1,0.995442561,1.000094762,2.63E-05,-7.05E-07
11.11,0.995488643,1.000087613,2.61E-05,-7.16E-07
11.12,0.995534324,1.000080443,2.60E-05,-7.27E-07
11.13,0.995579608,1.000073253,2.58E-05,-7.37E-07
11.14,0.995624498,1.000066046,2.56E-05,-7.47E-07
11.15,0.995668995,1.000058823,2.54E-05,-7.57E-07
11.16,0.995713102,1.000051587,2.53E-05,-7.67E-07
11.17,0.995756823,1.000044339,2.51E-05,-7.77E-07
11.18,0.995800159,1.000037083,2.49E-05,-7.87E-07
11.19,0.995843113,1.00002982,2.48E-05,-7.96E-07
11.2,0.995885687,1.000022551,2.46E-05,-8.05E-07
11.21,0.995927884,1.00001528,2.44E-05,-8.14E-07
11.22,0.995969707,1.000008008,2.43E-05,-8.23E-07
11.23,0.996011158,1.000000738,2.41E-05,-8.32E-07
11.24,0.996052238,0.999993472,2.40E-05,-8.40E-07
11.25,0.996092952,0.999986211,2.38E-05,-8.48E-07
11.26,0.9961333,0.999978957,2.36E-05,-8.56E-07
11.27,0.996173286,0.999971714,2.35E-05,-8.64E-07
11.28,0.996212912,0.999964483,2.33E-05,-8.72E-07
11.29,0.996252179,0.999957267,2.32E-05,-8.79E-07
11.3,0.996291091,0.999950066,2.30E-05,-8.87E-07
11.31,0.99632965,0.999942885,2.29E-05,-8.94E-07
11.32,0.996367858,0.999935723,2.27E-05,-9.00E-07
11.33,0.996405716,0.999928585,2.26E-05,-9.07E-07
11.34,0.996443229,0.999921472,2.24E-05,-9.13E-07
11.35,0.996480397,0.999914385,2.23E-05,-9.19E-07
11.36,0.996517222,0.999907328,2.21E-05,-9.25E-07
11.37,0.996553708,0.999900302,2.20E-05,-9.31E-07
11.38,0.996589856,0.99989331,2.18E-05,-9.36E-07
11.39,0.996625669,0.999886353,2.17E-05,-9.42E-07
11.4,0.996661148,0.999879434,2.15E-05,-9.47E-07
11.41,0.996696295,0.999872554,2.14E-05,-9.51E-07
11.42,0.996731113,0.999865716,2.12E-05,-9.56E-07
11.43,0.996765605,0.999858923,2.11E-05,-9.60E-07
11.44,0.996799771,0.999852175,2.10E-05,-9.64E-07
11.45,0.996833614,0.999845475,2.08E-05,-9.68E-07
11.46,0.996867136,0.999838826,2.07E-05,-9.72E-07
11.47,0.996900339,0.999832228,2.05E-05,-9.75E-07
11.48,0.996933225,0.999825685,2.04E-05,-9.78E-07
11.49,0.996965797,0.999819198,2.03E-05,-9.81E-07
11.5,0.996998055,0.99981277,2.01E-05,-9.83E-07
11.51,0.997030003,0.999806402,2.00E-05,-9.86E-07
11.52,0.997061641,0.999800096,1.99E-05,-9.88E-07
11.53,0.997092973,0.999793854,1.97E-05,-9.90E-07
11.54,0.997123999,0.999787679,1.96E-05,-9.91E-07
11.55,0.997154722,0.999781572,1.95E-05,-9.92E-07
11.56,0.997185144,0.999775536,1.93E-05,-9.94E-07
11.57,0.997215267,0.999769571,1.92E-05,-9.94E-07
11.58,0.997245092,0.999763681,1.91E-05,-9.95E-07
11.59,0.997274621,0.999757866,1.89E-05,-9.95E-07
11.6,0.997303857,0.999752129,1.88E-05,-9.95E-07
11.61,0.9973328,0.999746472,1.87E-05,-9.95E-07
11.62,0.997361454,0.999740897,1.85E-05,-9.94E-07
11.63,0.997389819,0.999735405,1.84E-05,-9.94E-07
11.64,0.997417898,0.999729999,1.83E-05,-9.93E-07
11.65,0.997445692,0.999724679,1.82E-05,-9.91E-07
11.66,0.997473203,0.999719448,1.80E-05,-9.90E-07
11.67,0.997500434,0.999714308,1.79E-05,-9.88E-07
11.68,0.997527384,0.99970926,1.78E-05,-9.86E-07
11.69,0.997554057,0.999704307,1.77E-05,-9.84E-07
11.7,0.997580455,0.999699449,1.76E-05,-9.81E-07
11.71,0.997606578,0.999694688,1.74E-05,-9.78E-07
11.72,0.997632428,0.999690027,1.73E-05,-9.75E-07
11.73,0.997658008,0.999685466,1.72E-05,-9.71E-07
11.74,0.997683319,0.999681007,1.71E-05,-9.68E-07
11.75,0.997708363,0.999676653,1.70E-05,-9.64E-07
11.76,0.997733141,0.999672403,1.69E-05,-9.60E-07
11.77,0.997757654,0.999668261,1.67E-05,-9.55E-07
11.78,0.997781906,0.999664227,1.66E-05,-9.50E-07
11.79,0.997805897,0.999660303,1.65E-05,-9.45E-07
11.8,0.997829628,0.999656491,1.64E-05,-9.40E-07
11.81,0.997853103,0.999652791,1.63E-05,-9.34E-07
11.82,0.997876321,0.999649206,1.62E-05,-9.29E-07
11.83,0.997899285,0.999645736,1.61E-05,-9.23E-07
11.84,0.997921997,0.999642383,1.60E-05,-9.16E-07
11.85,0.997944457,0.999639148,1.58E-05,-9.10E-07
11.86,0.997966669,0.999636032,1.57E-05,-9.03E-07
11.87,0.997988632,0.999633037,1.56E-05,-8.96E-07
11.88,0.998010349,0.999630164,1.55E-05,-8.88E-07
11.89,0.998031821,0.999627415,1.54E-05,-8.81E-07
11.9,0.99805305,0.999624789,1.53E-05,-8.73E-07
11.91,0.998074037,0.999622289,1.52E-05,-8.65E-07
11.92,0.998094784,0.999619915,1.51E-05,-8.56E-07
11.93,0.998115293,0.999617668,1.50E-05,-8.47E-07
11.94,0.998135565,0.99961555,1.49E-05,-8.39E-07
11.95,0.998155601,0.999613561,1.48E-05,-8.29E-07
11.96,0.998175403,0.999611703,1.47E-05,-8.20E-07
11.97,0.998194972,0.999609976,1.46E-05,-8.10E-07
11.98,0.998214311,0.999608381,1.45E-05,-8.00E-07
11.99,0.998233419,0.999606919,1.44E-05,-7.90E-07
12,0.9982523,0.999605591,1.43E-05,-7.80E-07
12.01,0.998270954,0.999604397,1.42E-05,-7.69E-07
12.02,0.998289383,0.999603338,1.41E-05,-7.58E-07
12.03,0.998307589,0.999602415,1.40E-05,-7.47E-07
12.04,0.998325572,0.999601629,1.39E-05,-7.36E-07
12.05,0.998343334,0.999600979,1.38E-05,-7.24E-07
12.06,0.998360877,0.999600468,1.37E-05,-7.12E-07
12.07,0.998378202,0.999600094,1.36E-05,-7.00E-07
12.08,0.998395311,0.999599859,1.35E-05,-6.88E-07
12.09,0.998412204,0.999599763,1.34E-05,-6.75E-07
12.1,0.998428884,0.999599807,1.33E-05,-6.63E-07
12.11,0.998445352,0.99959999,1.32E-05,-6.50E-07
12.12,0.998461609,0.999600313,1.32E-05,-6.37E-07
12.13,0.998477656,0.999600776,1.31E-05,-6.23E-07
12.14,0.998493496,0.99960138,1.30E-05,-6.10E-07
12.15,0.998509129,0.999602125,1.29E-05,-5.96E-07
12.16,0.998524557,0.999603011,1.28E-05,-5.82E-07
12.17,0.998539781,0.999604037,1.27E-05,-5.68E-07
12.18,0.998554802,0.999605204,1.26E-05,-5.53E-07
12.19,0.998569623,0.999606512,1.25E-05,-5.39E-07
12.2,0.998584244,0.999607961,1.24E-05,-5.24E-07
12.21,0.998598666,0.999609551,1.24E-05,-5.09E-07
12.22,0.998612892,0.999611281,1.23E-05,-4.94E-07
12.23,0.998626922,0.999613152,1.22E-05,-4.78E-07
12.24,0.998640758,0.999615163,1.21E-05,-4.63E-07
12.25,0.998654401,0.999617313,1.20E-05,-4.47E-07
12.26,0.998667853,0.999619603,1.19E-05,-4.31E-07
12.27,0.998681114,0.999622032,1.19E-05,-4.15E-07
12.28,0.998694186,0.9996246,1.18E-05,-3.99E-07
12.29,0.998707071,0.999627306,1.17E-05,-3.83E-07
12.3,0.99871977,0.99963015,1.16E-05,-3.66E-07
12.31,0.998732285,0.999633131,1.15E-05,-3.50E-07
12.32,0.998744615,0.999636248,1.15E-05,-3.33E-07
12.33,0.998756764,0.999639501,1.14E-05,-3.16E-07
12.34,0.998768731,0.999642889,1.13E-05,-2.99E-07
12.35,0.99878052,0.999646411,1.12E-05,-2.82E-07
12.36,0.99879213,0.999650066,1.11E-05,-2.64E-07
12.37,0.998803563,0.999653854,1.11E-05,-2.47E-07
12.38,0.99881482,0.999657773,1.10E-05,-2.29E-07
12.39,0.998825903,0.999661823,1.09E-05,-2.12E-07
12.4,0.998836814,0.999666003,1.08E-05,-1.94E-07
12.41,0.998847552,0.999670311,1.08E-05,-1.76E-07
12.42,0.998858121,0.999674746,1.07E-05,-1.58E-07
12.43,0.99886852,0.999679308,1.06E-05,-1.40E-07
12.44,0.998878751,0.999683994,1.05E-05,-1.22E-07
12.45,0.998888816,0.999688804,1.05E-05,-1.04E-07
12.46,0.998898716,0.999693736,1.04E-05,-8.52E-08
12.47,0.998908452,0.999698789,1.03E-05,-6.68E-08
12.48,0.998918025,0.999703961,1.03E-05,-4.84E-08
12.49,0.998927437,0.999709251,1.02E-05,-2.99E-08
12.5,0.998936689,0.999714658,1.01E-05,-1.13E-08
12.51,0.998945782,0.999720179,1.01E-05,7.31E-09
12.52,0.998954718,0.999725813,9.98E-06,2.60E-08
12.53,0.998963497,0.999731559,9.91E-06,4.47E-08
12.54,0.998972121,0.999737414,9.85E-06,6.34E-08
12.55,0.998980592,0.999743377,9.78E-06,8.22E-08
12.56,0.99898891,0.999749447,9.71E-06,1.01E-07
12.57,0.998997076,0.99975562,9.64E-06,1.20E-07
12.58,0.999005093,0.999761895,9.58E-06,1.39E-07
12.59,0.999012961,0.99976827,9.51E-06,1.57E-07
12.6,0.999020682,0.999774743,9.45E-06,1.76E-07
12.61,0.999028256,0.999781313,9.38E-06,1.95E-07
12.62,0.999035685,0.999787976,9.32E-06,2.14E-07
12.63,0.999042971,0.99979473,9.25E-06,2.32E-07
12.64,0.999050114,0.999801574,9.19E-06,2.51E-07
12.65,0.999057115,0.999808504,9.13E-06,2.70E-07
12.66,0.999063977,0.999815519,9.06E-06,2.88E-07
12.67,0.999070699,0.999822617,9.00E-06,3.07E-07
12.68,0.999077284,0.999829794,8.94E-06,3.26E-07
12.69,0.999083733,0.999837048,8.88E-06,3.44E-07
12.7,0.999090046,0.999844377,8.82E-06,3.62E-07
12.71,0.999096225,0.999851778,8.76E-06,3.81E-07
12.72,0.999102272,0.999859248,8.70E-06,3.99E-07
12.73,0.999108186,0.999866785,8.64E-06,4.17E-07
12.74,0.999113971,0.999874386,8.58E-06,4.35E-07
12.75,0.999119626,0.999882048,8.52E-06,4.53E-07
12.76,0.999125153,0.999889768,8.46E-06,4.71E-07
12.77,0.999130553,0.999897544,8.40E-06,4.89E-07
12.78,0.999135827,0.999905372,8.34E-06,5.06E-07
12.79,0.999140976,0.99991325,8.29E-06,5.24E-07
