delta,ZRPu,ZPPu,ZRPs,ZPPs
12.8,0.999146003,0.999921174,8.23E-06,5.41E-07
12.81,0.999150907,0.999929142,8.17E-06,5.58E-07
12.82,0.99915569,0.99993715,8.12E-06,5.75E-07
12.83,0.999160353,0.999945195,8.06E-06,5.92E-07
12.84,0.999164897,0.999953274,8.01E-06,6.09E-07
12.85,0.999169323,0.999961384,7.95E-06,6.26E-07
12.86,0.999173633,0.999969521,7.90E-06,6.42E-07
12.87,0.999177828,0.999977683,7.84E-06,6.58E-07
12.88,0.999181908,0.999985865,7.79E-06,6.74E-07
12.89,0.999185875,0.999994065,7.73E-06,6.90E-07
12.9,0.99918973,1.000002279,7.68E-06,7.05E-07
12.91,0.999193473,1.000010504,7.63E-06,7.21E-07
12.92,0.999197107,1.000018735,7.57E-06,7.36E-07
12.93,0.999200632,1.000026971,7.52E-06,7.51E-07
12.94,0.999204049,1.000035206,7.47E-06,7.66E-07
12.95,0.99920736,1.000043437,7.42E-06,7.80E-07
12.96,0.999210565,1.000051662,7.37E-06,7.94E-07
12.97,0.999213665,1.000059875,7.32E-06,8.08E-07
12.98,0.999216661,1.000068074,7.26E-06,8.22E-07
12.99,0.999219555,1.000076255,7.21E-06,8.35E-07
13,0.999222348,1.000084414,7.16E-06,8.48E-07
13.01,0.99922504,1.000092547,7.11E-06,8.61E-07
13.02,0.999227632,1.00010065,7.06E-06,8.73E-07
13.03,0.999230126,1.00010872,7.02E-06,8.86E-07
13.04,0.999232522,1.000116752,6.97E-06,8.98E-07
13.05,0.999234822,1.000124744,6.92E-06,9.09E-07
13.06,0.999237025,1.00013269,6.87E-06,9.20E-07
13.07,0.999239134,1.000140588,6.82E-06,9.31E-07
13.08,0.99924115,1.000148432,6.77E-06,9.42E-07
13.09,0.999243072,1.00015622,6.73E-06,9.52E-07
13.1,0.999244903,1.000163947,6.68E-06,9.62E-07
13.11,0.999246642,1.000171609,6.63E-06,9.72E-07
13.12,0.999248291,1.000179202,6.59E-06,9.81E-07
13.13,0.999249851,1.000186723,6.54E-06,9.90E-07
13.14,0.999251322,1.000194167,6.49E-06,9.98E-07
13.15,0.999252705,1.00020153,6.45E-06,1.01E-06
13.16,0.999254002,1.000208808,6.40E-06,1.01E-06
13.17,0.999255213,1.000215998,6.36E-06,1.02E-06
13.18,0.999256338,1.000223094,6.31E-06,1.03E-06
13.19,0.999257379,1.000230094,6.27E-06,1.03E-06
13.2,0.999258336,1.000236992,6.22E-06,1.04E-06
13.21,0.99925921,1.000243786,6.18E-06,1.05E-06
13.22,0.999260002,1.00025047,6.13E-06,1.05E-06
13.23,0.999260712,1.000257041,6.09E-06,1.06E-06
13.24,0.999261341,1.000263495,6.04E-06,1.06E-06
13.25,0.99926189,1.000269828,6.00E-06,1.06E-06
13.26,0.99926236,1.000276035,5.96E-06,1.07E-06
13.27,0.99926275,1.000282113,5.92E-06,1.07E-06
13.28,0.999263062,1.000288058,5.87E-06,1.07E-06
13.29,0.999263296,1.000293866,5.83E-06,1.08E-06
13.3,0.999263453,1.000299532,5.79E-06,1.08E-06
13.31,0.999263534,1.000305054,5.75E-06,1.08E-06
13.32,0.999263538,1.000310426,5.70E-06,1.08E-06
13.33,0.999263467,1.000315645,5.66E-06,1.08E-06
13.34,0.99926332,1.000320708,5.62E-06,1.08E-06
13.35,0.999263099,1.000325609,5.58E-06,1.08E-06
13.36,0.999262803,1.000330347,5.54E-06,1.08E-06
13.37,0.999262433,1.000334916,5.50E-06,1.07E-06
13.38,0.99926199,1.000339312,5.46E-06,1.07E-06
13.39,0.999261473,1.000343533,5.41E-06,1.07E-06
13.4,0.999260884,1.000347575,5.37E-06,1.07E-06
13.41,0.999260222,1.000351433,5.33E-06,1.06E-06
13.42,0.999259487,1.000355105,5.29E-06,1.06E-06
13.43,0.99925868,1.000358586,5.25E-06,1.05E-06
13.44,0.999257802,1.000361874,5.21E-06,1.05E-06
13.45,0.999256851,1.000364964,5.18E-06,1.04E-06
13.46,0.999255829,1.000367854,5.14E-06,1.03E-06
13.47,0.999254736,1.00037054,5.10E-06,1.03E-06
13.48,0.999253571,1.000373018,5.06E-06,1.02E-06
13.49,0.999252334,1.000375286,5.02E-06,1.01E-06
13.5,0.999251026,1.000377341,4.98E-06,1.00E-06
13.51,0.999249647,1.000379179,4.94E-06,9.93E-07
13.52,0.999248196,1.000380797,4.90E-06,9.83E-07
13.53,0.999246673,1.000382192,4.87E-06,9.73E-07
13.54,0.999245079,1.000383362,4.83E-06,9.62E-07
13.55,0.999243412,1.000384303,4.79E-06,9.50E-07
13.56,0.999241674,1.000385014,4.75E-06,9.38E-07
13.57,0.999239863,1.000385491,4.71E-06,9.26E-07
13.58,0.999237979,1.000385732,4.68E-06,9.13E-07
13.59,0.999236023,1.000385734,4.64E-06,8.99E-07
13.6,0.999233993,1.000385495,4.60E-06,8.85E-07
13.61,0.999231889,1.000385013,4.56E-06,8.70E-07
13.62,0.99922971,1.000384286,4.53E-06,8.55E-07
13.63,0.999227457,1.000383311,4.49E-06,8.39E-07
13.64,0.999225129,1.000382087,4.45E-06,8.22E-07
13.65,0.999222724,1.000380612,4.42E-06,8.05E-07
13.66,0.999220243,1.000378884,4.38E-06,7.88E-07
13.67,0.999217684,1.000376901,4.35E-06,7.70E-07
13.68,0.999215048,1.000374663,4.31E-06,7.51E-07
13.69,0.999212332,1.000372167,4.27E-06,7.32E-07
13.7,0.999209537,1.000369413,4.24E-06,7.13E-07
13.71,0.999206661,1.0003664,4.20E-06,6.92E-07
13.72,0.999203704,1.000363126,4.17E-06,6.72E-07
13.73,0.999200664,1.000359591,4.13E-06,6.51E-07
13.74,0.99919754,1.000355794,4.10E-06,6.29E-07
13.75,0.999194332,1.000351735,4.06E-06,6.07E-07
13.76,0.999191037,1.000347413,4.03E-06,5.84E-07
13.77,0.999187656,1.000342829,3.99E-06,5.61E-07
13.78,0.999184186,1.000337981,3.96E-06,5.37E-07
13.79,0.999180626,1.000332871,3.92E-06,5.13E-07
13.8,0.999176974,1.000327498,3.89E-06,4.88E-07
13.81,0.999173231,1.000321864,3.85E-06,4.63E-07
13.82,0.999169392,1.000315968,3.82E-06,4.38E-07
13.83,0.999165458,1.000309812,3.78E-06,4.12E-07
13.84,0.999161427,1.000303396,3.75E-06,3.86E-07
13.85,0.999157296,1.000296723,3.72E-06,3.59E-07
13.86,0.999153064,1.000289793,3.68E-06,3.31E-07
13.87,0.999148729,1.000282608,3.65E-06,3.04E-07
13.88,0.999144289,1.000275169,3.61E-06,2.76E-07
13.89,0.999139742,1.00026748,3.58E-06,2.47E-07
13.9,0.999135087,1.000259542,3.55E-06,2.19E-07
13.91,0.99913032,1.000251357,3.52E-06,1.89E-07
13.92,0.999125439,1.000242929,3.48E-06,1.60E-07
13.93,0.999120443,1.00023426,3.45E-06,1.30E-07
13.94,0.999115329,1.000225354,3.42E-06,1.00E-07
13.95,0.999110094,1.000216214,3.38E-06,6.95E-08
13.96,0.999104736,1.000206844,3.35E-06,3.88E-08
13.97,0.999099252,1.000197247,3.32E-06,7.79E-09
13.98,0.999093639,1.000187428,3.29E-06,-2.35E-08
13.99,0.999087895,1.000177391,3.25E-06,-5.49E-08
14,0.999082017,1.000167142,3.22E-06,-8.67E-08
14.01,0.999076002,1.000156684,3.19E-06,-1.19E-07
14.02,0.999069846,1.000146024,3.16E-06,-1.51E-07
14.03,0.999063547,1.000135166,3.13E-06,-1.83E-07
14.04,0.999057102,1.000124118,3.10E-06,-2.15E-07
14.05,0.999050506,1.000112884,3.07E-06,-2.48E-07
14.06,0.999043756,1.000101472,3.03E-06,-2.80E-07
14.07,0.99903685,1.000089888,3.00E-06,-3.13E-07
14.08,0.999029783,1.000078139,2.97E-06,-3.46E-07
14.09,0.999022551,1.000066232,2.94E-06,-3.79E-07
14.1,0.999015152,1.000054176,2.91E-06,-4.12E-07
14.11,0.99900758,1.000041979,2.88E-06,-4.44E-07
14.12,0.998999832,1.000029649,2.85E-06,-4.77E-07
14.13,0.998991903,1.000017194,2.82E-06,-5.10E-07
14.14,0.99898379,1.000004624,2.79E-06,-5.42E-07
14.15,0.998975488,0.999991948,2.76E-06,-5.75E-07
14.16,0.998966992,0.999979176,2.73E-06,-6.07E-07
14.17,0.998958298,0.999966318,2.70E-06,-6.39E-07
14.18,0.998949402,0.999953386,2.67E-06,-6.71E-07
14.19,0.998940297,0.999940389,2.65E-06,-7.03E-07
14.2,0.998930981,0.99992734,2.62E-06,-7.34E-07
14.21,0.998921446,0.999914249,2.59E-06,-7.65E-07
14.22,0.998911689,0.99990113,2.56E-06,-7.96E-07
14.23,0.998901704,0.999887995,2.53E-06,-8.27E-07
14.24,0.998891486,0.999874856,2.51E-06,-8.57E-07
14.25,0.998881028,0.999861728,2.48E-06,-8.86E-07
14.26,0.998870326,0.999848624,2.45E-06,-9.15E-07
14.27,0.998859373,0.999835558,2.42E-06,-9.44E-07
14.28,0.998848164,0.999822546,2.40E-06,-9.72E-07
14.29,0.998836692,0.999809602,2.37E-06,-9.99E-07
14.3,0.998824951,0.999796743,2.34E-06,-1.03E-06
14.31,0.998812936,0.999783984,2.32E-06,-1.05E-06
14.32,0.998800639,0.999771342,2.29E-06,-1.08E-06
14.33,0.998788053,0.999758835,2.27E-06,-1.10E-06
14.34,0.998775173,0.999746479,2.24E-06,-1.13E-06
14.35,0.998761991,0.999734293,2.22E-06,-1.15E-06
14.36,0.998748499,0.999722296,2.19E-06,-1.17E-06
14.37,0.998734692,0.999710508,2.17E-06,-1.19E-06
14.38,0.998720561,0.999698947,2.14E-06,-1.21E-06
14.39,0.998706099,0.999687633,2.12E-06,-1.23E-06
14.4,0.998691299,0.999676589,2.10E-06,-1.25E-06
14.41,0.998676151,0.999665835,2.08E-06,-1.27E-06
14.42,0.99866065,0.999655393,2.05E-06,-1.28E-06
14.43,0.998644785,0.999645286,2.03E-06,-1.30E-06
14.44,0.99862855,0.999635536,2.01E-06,-1.31E-06
14.45,0.998611935,0.999626168,1.99E-06,-1.32E-06
14.46,0.998594931,0.999617206,1.97E-06,-1.33E-06
14.47,0.998577531,0.999608674,1.95E-06,-1.34E-06
14.48,0.998559725,0.999600599,1.93E-06,-1.35E-06
14.49,0.998541504,0.999593006,1.91E-06,-1.35E-06
14.5,0.998522858,0.999585922,1.89E-06,-1.36E-06
14.51,0.998503779,0.999579374,1.87E-06,-1.36E-06
14.52,0.998484255,0.999573392,1.85E-06,-1.36E-06
14.53,0.998464278,0.999568002,1.83E-06,-1.36E-06
14.54,0.998443837,0.999563236,1.81E-06,-1.36E-06
14.55,0.998422922,0.999559123,1.80E-06,-1.35E-06
14.56,0.998401523,0.999555694,1.78E-06,-1.34E-06
14.57,0.998379628,0.99955298,1.76E-06,-1.34E-06
14.58,0.998357228,0.999551013,1.75E-06,-1.32E-06
14.59,0.99833431,0.999549828,1.73E-06,-1.31E-06
14.6,0.998310864,0.999549456,1.72E-06,-1.29E-06
14.61,0.998286879,0.999549934,1.71E-06,-1.28E-06
14.62,0.998262341,0.999551295,1.69E-06,-1.25E-06
14.63,0.998237241,0.999553577,1.68E-06,-1.23E-06
14.64,0.998211565,0.999556815,1.67E-06,-1.20E-06
14.65,0.998185301,0.999561048,1.66E-06,-1.18E-06
14.66,0.998158438,0.999566313,1.65E-06,-1.14E-06
14.67,0.998130961,0.999572651,1.64E-06,-1.11E-06
14.68,0.998102858,0.9995801,1.63E-06,-1.07E-06
14.69,0.998074116,0.999588702,1.62E-06,-1.03E-06
14.7,0.998044721,0.999598498,1.61E-06,-9.87E-07
14.71,0.99801466,0.999609532,1.60E-06,-9.40E-07
14.72,0.997983919,0.999621845,1.60E-06,-8.89E-07
14.73,0.997952483,0.999635484,1.59E-06,-8.35E-07
14.74,0.997920339,0.999650492,1.59E-06,-7.77E-07
14.75,0.997887472,0.999666916,1.58E-06,-7.16E-07
14.76,0.997853866,0.999684803,1.58E-06,-6.51E-07
14.77,0.997819508,0.999704201,1.58E-06,-5.83E-07
14.78,0.99778438,0.999725159,1.58E-06,-5.10E-07
14.79,0.997748469,0.999747726,1.57E-06,-4.33E-07
14.8,0.997711757,0.999771954,1.57E-06,-3.52E-07
14.81,0.99767423,0.999797894,1.58E-06,-2.67E-07
14.82,0.997635869,0.999825598,1.58E-06,-1.78E-07
14.83,0.99759666,0.999855121,1.58E-06,-8.37E-08
14.84,0.997556584,0.999886518,1.58E-06,1.49E-08
14.85,0.997515625,0.999919844,1.59E-06,1.18E-07
14.86,0.997473765,0.999955156,1.60E-06,2.26E-07
14.87,0.997430987,0.999992512,1.60E-06,3.39E-07
14.88,0.997387271,1.000031971,1.61E-06,4.58E-07
14.89,0.997342601,1.000073592,1.62E-06,5.81E-07
14.9,0.997296957,1.000117438,1.63E-06,7.10E-07
14.91,0.997250321,1.000163571,1.64E-06,8.44E-07
14.92,0.997202673,1.000212053,1.65E-06,9.83E-07
14.93,0.997153994,1.000262949,1.67E-06,1.13E-06
14.94,0.997104264,1.000316326,1.68E-06,1.28E-06
14.95,0.997053463,1.000372249,1.70E-06,1.44E-06
14.96,0.99700157,1.000430787,1.72E-06,1.60E-06
14.97,0.996948565,1.000492009,1.74E-06,1.77E-06
14.98,0.996894427,1.000555986,1.76E-06,1.95E-06
14.99,0.996839134,1.000622788,1.78E-06,2.13E-06
15,0.996782665,1.00069249,1.80E-06,2.32E-06
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
