OBJECTID,HOB_ID,commonName,aquiferFinal,casingLevel,wellLevel,COUNTY,WMD,GW_Basin,Row,Column_,lyr201808,ROW_COL,CFWI_YN,el03ss201811,LAYER,wt201811,cmt201811,lat,lon,CFWI
2322,wl_3229,SWFWMD23203,SAS,72.43830109,70.43830109,PASCO,SWFWMD,Northern WestCentral Florida,218,214,1,218_214,N,72.66,1,0,,28.35783262,-82.13544246,N
2323,wl_3230,SWFWMD22858,SAS,46.26225662,24.26225662,PASCO,SWFWMD,Central WestCentral Florida,266,99,1,266_99,N,46.41,1,1,,28.19027645,-82.57902551,N
2324,wl_3231,SWFWMD22761,SAS,20.12182808,-10.87817192,PINELLAS,SWFWMD,Central WestCentral Florida,277,75,1,277_75,N,23.01552244,1,0,,28.15149851,-82.67041442,N
2325,wl_3232,SWFWMD22760,SAS,19.97022247,15.97022247,PINELLAS,SWFWMD,Central WestCentral Florida,277,75,1,277_75,N,22.966,1,1,,28.15110951,-82.67071942,N
2326,wl_3233,SWFWMD21364,SAS,18.81879997,6.818799973,PINELLAS,SWFWMD,Central WestCentral Florida,272,72,1,272_72,N,,1,0,,28.16716555,-82.68313648,N
2327,wl_3234,SWFWMD21363,SAS,19.81879997,8.818799973,PINELLAS,SWFWMD,Central WestCentral Florida,272,72,1,272_72,N,,1,1,,28.16716555,-82.68313648,N
2328,wl_3235,SWFWMD21016,SAS,21.98948288,-18.01051712,CITRUS,SWFWMD,Northern WestCentral Florida,107,126,3,107_126,N,,3,1,,28.73861595,-82.48058145,N
2329,wl_3236,SWFWMD20894,SAS,9.088926315,-10.91107368,HERNANDO,SWFWMD,Northern WestCentral Florida,171,95,1,171_95,N,,1,1,,28.51758201,-82.60058105,N
2330,wl_3237,SWFWMD20889,SAS,6.21492815,-4.78507185,HERNANDO,SWFWMD,Northern WestCentral Florida,170,86,1,170_86,N,,1,1,,28.51985997,-82.63272005,N
2331,wl_3238,SWFWMD20852,SAS,6.06862545,-8.93137455,HERNANDO,SWFWMD,Northern WestCentral Florida,187,86,3,187_86,N,,3,1,,28.46249893,-82.63371998,N
2332,wl_3239,SWFWMD20790,SAS,47.89440537,43.89440537,PASCO,SWFWMD,Central WestCentral Florida,248,104,1,248_104,N,,1,1,,28.25069242,-82.56044167,N
2333,wl_3240,SWFWMD20787,SAS,45.89440537,34.89440537,PASCO,SWFWMD,Central WestCentral Florida,248,104,1,248_104,N,,1,0,,28.25069242,-82.56044167,N
2334,wl_3241,SWFWMD20721,SAS,14.769104,-15.230896,HERNANDO,SWFWMD,Northern WestCentral Florida,142,114,3,142_114,N,,3,1,,28.61570698,-82.52573118,N
2335,wl_3242,SWFWMD20487,SAS,70.58908844,59.58908844,PASCO,SWFWMD,Central WestCentral Florida,220,121,1,220_121,N,,1,0,data_from_2011-2014_but_2013_2014_flat-lined,28.34835965,-82.49519182,N
2336,wl_3245,SWFWMD20456,SAS,29.39247131,20.39247131,PASCO,SWFWMD,Central WestCentral Florida,244,88,1,244_88,N,,1,0,,28.2663596,-82.62305373,N
2337,wl_3246,SWFWMD20455,SAS,29.08995438,19.08995438,PASCO,SWFWMD,Central WestCentral Florida,244,88,1,244_88,N,,1,1,,28.2664426,-82.62305373,N
2338,wl_3248,SWFWMD20450,SAS,71.16651917,60.16651917,PASCO,SWFWMD,Central WestCentral Florida,222,126,1,222_126,N,,1,0,,28.34408175,-82.47494195,N
2339,wl_3249,SWFWMD20449,SAS,72.16651917,54.16651917,PASCO,SWFWMD,Central WestCentral Florida,222,126,1,222_126,N,,1,1,,28.34408175,-82.47494195,N
2340,wl_3250,SWFWMD20444,SAS,69.11807251,55.11807251,PASCO,SWFWMD,Central WestCentral Florida,222,123,1,222_123,N,,1,1,,28.34338768,-82.48646988,N
2341,wl_3251,SWFWMD20443,SAS,71.11807251,56.11807251,PASCO,SWFWMD,Central WestCentral Florida,222,123,1,222_123,N,,1,0,,28.34338768,-82.48646988,N
2342,wl_3252,SWFWMD20378,SAS,7.140592575,-12.85940742,PASCO,SWFWMD,Northern WestCentral Florida,200,81,1,200_81,N,,1,1,,28.41591585,-82.65352592,N
2343,wl_3253,SWFWMD20341,SAS,43.16329956,34.16329956,PASCO,SWFWMD,Central WestCentral Florida,229,100,1,229_100,N,,1,1,,28.31694262,-82.57619177,N
2344,wl_3254,SWFWMD20333,SAS,43.8421936,35.8421936,PASCO,SWFWMD,Central WestCentral Florida,237,100,1,237_100,N,,1,0,,28.28910955,-82.57571973,N
2345,wl_3255,SWFWMD20332,SAS,43.8421936,24.8421936,PASCO,SWFWMD,Central WestCentral Florida,237,100,1,237_100,N,,1,1,,28.28910955,-82.57571973,N
2346,wl_3257,SWFWMD19909,SAS,,24.16331863,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,272,81,1,272_81,N,28.322,1,0,,28.16855452,-82.64788647,N
2347,wl_3258,SWFWMD19869,SAS,34.70105743,21.70105743,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,292,95,1,292_95,N,,1,1,,28.10116544,-82.59130325,N
2348,wl_3259,SWFWMD19867,SAS,34.70105743,23.70105743,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,292,95,1,292_95,N,,1,1,,28.10116544,-82.59130325,N
2349,wl_3260,SWFWMD19843,SAS,50.66896439,38.66896439,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,286,115,1,286_115,N,,1,0,,28.12113744,-82.51463628,N
2350,wl_3261,SWFWMD19710,SAS,,9.163318634,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,272,81,1,272_81,N,28.374,1,0,,28.16852652,-82.64785847,N
2351,wl_3263,SWFWMD19705,SAS,,-12.83668137,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,272,81,3,272_81,N,19.26122411,3,0,Missing_years_of_data__suspect_observations,28.16949852,-82.64871947,N
2352,wl_3264,SWFWMD19670,SAS,,3.21837616,PINELLAS,SWFWMD,Central WestCentral Florida,276,77,1,276_77,N,25.306,1,1,,28.15624851,-82.66530344,N
2353,wl_3265,SWFWMD19661,SAS,24.55875206,-8.44124794,PINELLAS,SWFWMD,Central WestCentral Florida,278,79,1,278_79,N,22.46644774,1,0,,28.1485815,-82.65574741,N
2354,wl_3266,SWFWMD19643,SAS,57.11929321,43.11929321,PASCO,SWFWMD,Central WestCentral Florida,269,117,1,269_117,N,,1,0,,28.18147059,-82.50774745,N
2355,wl_3267,SWFWMD19639,SAS,55.1103363,45.1103363,PASCO,SWFWMD,Central WestCentral Florida,269,117,1,269_117,N,,1,0,,28.18153448,-82.50782245,N
2356,wl_3268,SWFWMD19522,SAS,34.73143005,15.73143005,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,272,85,1,272_85,N,36.142,1,0,,28.1686095,-82.63180346,N
2357,wl_3269,SWFWMD19521,SAS,34.12801361,16.12801361,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,272,85,1,272_85,N,36.19,1,1,,28.1688875,-82.63144146,N
2358,wl_3270,SWFWMD19520,SAS,33.38265991,7.382659912,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,272,85,3,272_85,N,36.25727873,3,1,,28.1684155,-82.63130346,N
2359,wl_3271,SWFWMD19458,SAS,103.8341751,93.83417511,HILLSBOROUGH,SWFWMD,Southern WestCentral Florida,294,227,1,294_227,N,,1,0,,28.09810922,-82.08091126,N
2360,wl_3272,SWFWMD19425,SAS,,,PASCO,SWFWMD,Central WestCentral Florida,251,137,1,251_137,N,,1,1,,28.24339069,-82.433434,N
2361,wl_3273,SWFWMD19148,SAS,22.86092758,14.86092758,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,292,159,1,292_159,N,,1,1,,28.1019428,-82.34499676,N
2362,wl_3274,SWFWMD18947,SAS,75.70076752,68.70076752,PASCO,SWFWMD,Central WestCentral Florida,231,152,1,231_152,N,,1,1,,28.31266593,-82.37347079,N
2363,wl_3275,SWFWMD18946,SAS,,70.2594986,PASCO,SWFWMD,Central WestCentral Florida,231,152,1,231_152,N,,1,0,,28.3126937,-82.37294302,N
2364,wl_3276,SWFWMD18904,SAS,72.6155014,69.6155014,PASCO,SWFWMD,Central WestCentral Florida,246,157,1,246_157,N,,1,1,,28.26137125,-82.35507656,N
2365,wl_3277,SWFWMD18882,SAS,71.97251892,60.97251892,PASCO,SWFWMD,Central WestCentral Florida,232,162,1,232_162,N,,1,1,,28.31104149,-82.33423182,N
2366,wl_3278,SWFWMD18881,SAS,101.2892303,101.2892303,PASCO,SWFWMD,Central WestCentral Florida,234,168,1,234_168,N,,1,1,,28.30241661,-82.31199894,N
2367,wl_3279,SWFWMD18585,SAS,30.60142899,24.60142899,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,290,155,1,290_155,N,,1,0,,28.11130397,-82.35960802,N
2368,wl_3280,SWFWMD18537,SAS,,32.10451889,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,291,160,1,291_160,N,,1,1,,28.1061095,-82.34277458,N
2369,wl_3281,SWFWMD18437,SAS,,60.16101074,PASCO,SWFWMD,Central WestCentral Florida,237,147,1,237_147,N,,1,0,,28.29233242,-82.39427616,N
2370,wl_3282,SWFWMD18422,SAS,68.07829285,59.07829285,PASCO,SWFWMD,Central WestCentral Florida,236,149,1,236_149,N,,1,0,,28.29544359,-82.38566512,N
2371,wl_3283,SWFWMD18416,SAS,,59.81155396,PASCO,SWFWMD,Central WestCentral Florida,239,147,1,239_147,N,,1,1,,28.28572128,-82.39483169,N
2372,wl_3284,SWFWMD18413,SAS,62.98663712,55.98663712,PASCO,SWFWMD,Central WestCentral Florida,239,147,1,239_147,N,,1,0,,28.28616573,-82.39477615,N
2373,wl_3285,SWFWMD18338,SAS,98.20648193,88.20648193,PASCO,SWFWMD,Northern WestCentral Florida,198,168,1,198_168,N,,1,1,,28.42559885,-82.31317129,N
2374,wl_3286,SWFWMD17709,SAS,,124.4143372,POLK,SWFWMD,East-Central Florida,285,326,1,285_326,Y,109.0495833,1,0,,28.13250801,-81.69697723,Y
2375,wl_3287,SWFWMD17585,SAS,92.94441986,84.94441986,SUMTER,SWFWMD,Northern WestCentral Florida,220,244,1,220_244,N,,1,0,,28.35498246,-82.0177144,N
2376,wl_3289,SJRWMD31792875,SAS,81.82366943,71.82366943,ORANGE,SJRWMD,East-Central Florida,170,349,1,170_349,Y,,1,1,,28.5291433,-81.61035951,Y
2377,wl_3290,SJRWMD31283464,SAS,5.737356186,0.737356186,VOLUSIA,SJRWMD,Middle StJohns,77,424,1,77_424,N,,1,1,,28.84850076,-81.3177331,N
2378,wl_3291,SJRWMD31243454,SAS,24.17704773,14.17704773,ORANGE,SJRWMD,Middle StJohns,150,467,1,150_467,Y,,1,1,,28.59902678,-81.15196604,Y
2379,wl_3292,SJRWMD31223442,SAS,12.86410904,2.864109039,INDIAN RIVER,SJRWMD,East-Central Florida,452,567,1,452_567,N,,1,1,,27.55994003,-80.76443142,N
2380,wl_3293,SJRWMD31213440,SAS,2.73965168,-2.26034832,SEMINOLE,SJRWMD,Middle StJohns,113,458,1,113_458,Y,,1,1,,28.72442857,-81.18518908,Y
2381,wl_3294,SJRWMD31203437,SAS,,,ORANGE,SJRWMD,East-Central Florida,222,536,1,222_536,Y,,1,1,,28.35192204,-80.88341896,Y
2382,wl_3295,SJRWMD31203436,SAS,,,ORANGE,SJRWMD,East-Central Florida,222,535,1,222_535,Y,,1,1,,28.35182898,-80.88670757,Y
2383,wl_3296,SJRWMD31193438,SAS,,,ORANGE,SJRWMD,East-Central Florida,218,534,1,218_534,Y,,1,1,,28.36301203,-80.89098285,Y
2384,wl_3297,SJRWMD31193435,SAS,,,ORANGE,SJRWMD,East-Central Florida,218,533,1,218_533,Y,,1,0,sjr_tr10_calibchg,28.3642523,-80.89330813,Y
2385,wl_3298,SJRWMD31073394,SAS,-3.354549408,-13.35454941,VOLUSIA,SJRWMD,Volusia,7,495,1,7_495,N,,1,0,sjr_tr10_calibchg,29.09139643,-81.04410643,N
2386,wl_3299,SJRWMD31043396,SAS,44.35507965,34.35507965,LAKE,SJRWMD,Middle StJohns,88,329,1,88_329,N,,1,1,,28.81092818,-81.68862509,N
2387,wl_3300,SJRWMD30472920,SAS,22.10553741,12.10553741,MARION,SJRWMD,Middle StJohns,36,321,1,36_321,N,,1,0,sjr_tr10_calibchg,28.98856636,-81.724231,N
2388,wl_3301,SJRWMD30452909,SAS,57.90033722,52.90033722,LAKE,SJRWMD,Middle StJohns,123,325,1,123_325,N,,1,1,,28.68875468,-81.70528631,N
2389,wl_3302,SJRWMD30392878,SAS,-71.95663905,-81.95663905,BREVARD,SJRWMD,East-Central Florida,193,584,1,193_584,N,,1,1,,28.44854843,-80.69609214,N
2390,wl_3303,SJRWMD30362860,SAS,33.884655,23.884655,SEMINOLE,SJRWMD,Middle StJohns,140,474,3,140_474,Y,,1,1,sjr_tr10_calibchg,28.63281479,-81.12329943,Y
2391,wl_3304,SJRWMD30342852,SAS,29.9852829,19.9852829,SEMINOLE,SJRWMD,Middle StJohns,91,407,1,91_407,Y,,1,1,,28.80162569,-81.38401008,Y
2392,wl_3305,SJRWMD30332846,SAS,49.90530396,44.90530396,SEMINOLE,SJRWMD,Middle StJohns,123,424,1,123_424,Y,,1,1,,28.68893512,-81.32033685,Y
2393,wl_3306,SJRWMD30322836,SAS,11.68256378,6.682563782,VOLUSIA,SJRWMD,Middle StJohns,65,461,1,65_461,N,,1,1,,28.89162464,-81.173454,N
2394,wl_3307,SJRWMD30282823,SAS,-28.44360733,-28.53,INDIAN RIVER,SJRWMD,East-Central Florida,388,641,1,388_641,N,,1,1,,27.77738082,-80.47791389,N
2395,wl_3308,SJRWMD28885108,SAS,-56.8170805,-61.8170805,BREVARD,SJRWMD,East-Central Florida,324,569,1,324_569,N,,1,1,,27.99803869,-80.75411745,N
2396,wl_3309,SJRWMD28875111,SAS,11.96648788,13.4,INDIAN RIVER,SJRWMD,East-Central Florida,428,566,1,428_566,N,,1,1,,27.64136355,-80.76724613,N
2397,wl_3310,SJRWMD28454989,SAS,-29.29489136,-30.52,BREVARD,SJRWMD,East-Central Florida,298,595,1,298_595,N,,1,0,,28.08749684,-80.65554741,N
2398,wl_3311,SJRWMD28454987,SAS,3.497076035,-3.47,BREVARD,SJRWMD,East-Central Florida,298,595,1,298_595,N,,1,1,,28.0876043,-80.65527093,N
2399,wl_3312,SJRWMD27354791,SAS,49.77098465,39.77098465,LAKE,SJRWMD,Northern WestCentral Florida,74,276,1,74_276,N,,1,1,,28.85610771,-81.89916353,N
2400,wl_3313,SJRWMD27324785,SAS,-84.78347588,-85.07,BREVARD,SJRWMD,East-Central Florida,360,626,1,360_626,N,,1,1,,27.8738289,-80.5336239,N
2401,wl_3314,SJRWMD19414939,SAS,26.78922272,21.78922272,LAKE,SJRWMD,Middle StJohns,55,360,1,55_360,N,,1,0,sjr_tr10_calibchg,28.92298056,-81.56971689,N
2402,wl_3315,SJRWMD19374936,SAS,-42.78450012,-44.76,ORANGE,SJRWMD,East-Central Florida,179,506,1,179_506,Y,,1,1,,28.4977755,-80.99810898,Y
2403,wl_3316,SJRWMD19374935,SAS,39.21549988,37.38,ORANGE,SJRWMD,East-Central Florida,179,506,1,179_506,Y,,1,0,sjr_tr10_calibchg,28.4977755,-80.99810898,Y
2404,wl_3317,SJRWMD19354783,SAS,8.963626862,9.84,INDIAN RIVER,SJRWMD,East-Central Florida,391,618,1,391_618,N,,1,0,,27.76934187,-80.56475131,N
2405,wl_3318,SJRWMD19354393,SAS,-103.0363731,-102.3,INDIAN RIVER,SJRWMD,East-Central Florida,391,618,1,391_618,N,,1,1,,27.76903596,-80.56497451,N
2406,wl_3319,SJRWMD18874164,SAS,8.496396065,4.633,ORANGE,SJRWMD,East-Central Florida,175,525,1,175_525,Y,,1,1,,28.51305166,-80.92582609,Y
2407,wl_3320,SJRWMD18874163,SAS,6.840355873,7.07,ORANGE,SJRWMD,East-Central Florida,175,526,1,175_526,Y,,1,1,,28.5124961,-80.92027054,Y
2408,wl_3321,SJRWMD18874162,SAS,6.052937794,5.73,ORANGE,SJRWMD,East-Central Florida,173,526,1,173_526,Y,,1,1,,28.5199205,-80.91951018,Y
2409,wl_3322,SJRWMD18563778,SAS,1.941697407,1.26,VOLUSIA,SJRWMD,Middle StJohns,83,449,1,83_449,N,2.31,1,1,,28.8292424,-81.22075328,N
2410,wl_3323,SJRWMD18563777,SAS,2.311697407,2.3,VOLUSIA,SJRWMD,Middle StJohns,83,449,1,83_449,N,2.271,1,0,sjr_tr10_calibchg,28.8292424,-81.22076828,N
2411,wl_3324,SJRWMD18543776,SAS,8.285468025,5.77,ORANGE,SJRWMD,East-Central Florida,166,514,1,166_514,Y,6.463,1,1,,28.54294824,-80.96819629,Y
2412,wl_3325,SJRWMD18543775,SAS,7.059300995,4.26,ORANGE,SJRWMD,East-Central Florida,164,515,1,164_515,Y,,1,1,,28.54981768,-80.96461851,Y
2413,wl_3326,SJRWMD18533774,SAS,1.112851663,-0.22,VOLUSIA,SJRWMD,Middle StJohns,5,393,1,5_393,N,0.905833333,1,1,,29.09667553,-81.44258082,N
2414,wl_3327,SJRWMD18433760,SAS,-0.433854139,-1.39,VOLUSIA,SJRWMD,Middle StJohns,54,417,1,54_417,N,1.197142857,1,1,,28.92642576,-81.34846893,N
2415,wl_3328,SJRWMD18433759,SAS,-1.225491961,-6.125491961,VOLUSIA,SJRWMD,Middle StJohns,54,416,1,54_416,N,0.954285714,1,1,,28.92637855,-81.3510495,N
2416,wl_3329,SJRWMD18423808,SAS,0.336911297,0.16,LAKE,SJRWMD,Middle StJohns,71,407,1,71_407,N,,1,0,sjr_tr10_calibchg,28.86927309,-81.3845856,N
2417,wl_3330,SJRWMD18423758,SAS,-0.76,-0.6,LAKE,SJRWMD,Middle StJohns,71,410,1,71_410,N,1.334285714,1,0,sjr_tr10_calibchg,28.86953975,-81.37543279,N
2418,wl_3331,SJRWMD15474993,SAS,46.33940506,36.33940506,ORANGE,SJRWMD,Middle StJohns,118,381,1,118_381,Y,,1,1,,28.70758709,-81.48811804,Y
2419,wl_3333,SJRWMD12512445,SAS,7.043466568,1.04,BREVARD,SJRWMD,East-Central Florida,229,573,1,229_573,N,,1,1,,28.32734241,-80.7386145,N
2420,wl_3335,SJRWMD05923804,SAS,67.97403717,57.97403717,VOLUSIA,SJRWMD,Middle StJohns,8,420,1,8_420,N,,1,1,,29.08636755,-81.33450249,N
2421,wl_3339,SWFWMD759552,SAS,39.24195862,34.24195862,CITRUS,SWFWMD,Northern WestCentral Florida,59,172,1,59_172,N,,1,1,,28.9045353,-82.30605395,N
2422,wl_3340,SWFWMD775485,SAS,38.90742111,23.90742111,CITRUS,SWFWMD,Northern WestCentral Florida,60,155,1,60_155,N,,1,1,,28.90060182,-82.37170106,N
2423,wl_3341,SWFWMD781078,SAS,30.51732254,15.51732254,CITRUS,SWFWMD,Northern WestCentral Florida,78,166,3,78_166,N,,3,0,,28.83773559,-82.32593763,N
2424,wl_3342,SWFWMD670314,SAS,40.74643707,30.74643707,CITRUS,SWFWMD,Northern WestCentral Florida,83,184,1,83_184,N,,1,1,,28.82110823,-82.25675742,N
2425,wl_3343,SWFWMD759560,SAS,37.13323975,33.13323975,CITRUS,SWFWMD,Northern WestCentral Florida,84,200,1,84_200,N,,1,1,,28.82092462,-82.19441297,N
2426,wl_3344,SWFWMD759564,SAS,43.53084564,37.53084564,CITRUS,SWFWMD,Northern WestCentral Florida,92,190,1,92_190,N,,1,1,,28.79203337,-82.23438542,N
2427,wl_3345,SWFWMD18408,SAS,,57.9008522,PASCO,SWFWMD,Central WestCentral Florida,241,146,1,241_146,N,,1,0,,28.27834302,-82.39772933,N
2428,wl_3346,SWFWMD22811,SAS,35.77562714,26.77562714,PASCO,SWFWMD,Central WestCentral Florida,253,100,1,253_100,N,,1,0,,28.23647045,-82.57463664,N
2429,wl_3347,SWFWMD18383,SAS,70.82316589,68.82316589,PASCO,SWFWMD,Central WestCentral Florida,260,214,1,260_214,N,72.24833333,1,1,,28.21569284,-82.13177429,N
2430,wl_3348,SWFWMD19365,SAS,85.75183105,81.75183105,HILLSBOROUGH,SWFWMD,Central WestCentral Florida,282,220,1,282_220,N,86.014,1,0,,28.1401094,-82.10805105,N
2431,wl_3349,USGS285543081133812,SAS,,-15.41675797,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22721883,N
2432,wl_3350,USGS285543081133808,SAS,,-17.01675797,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22721883,N
2433,wl_3351,USGS285543081133807,SAS,3.983242035,-0.816757965,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22721883,N
2434,wl_3352,USGS285543081133806,SAS,,-30.26675797,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22721883,N
2435,wl_3353,USGS285543081133804,SAS,14.98324203,9.773242035,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22721883,N
2436,wl_3354,USGS285543081133803,SAS,,-24.21675797,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22721883,N
2437,wl_3355,USGS285543081133802,SAS,24.98324203,-25.07675797,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22721883,N
2438,wl_3356,USGS285543081133703,SAS,,-7.46725235,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22694103,N
2439,wl_3357,USGS285543081133702,SAS,,-0.21725235,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92860899,-81.22694103,N
2440,wl_3358,USGS285535081133402,SAS,9.279956818,-0.720043182,VOLUSIA,SJRWMD,Middle StJohns,54,448,1,54_448,N,,1,0,,28.92638678,-81.22582993,N
2441,wl_3359,USGS285535081133401,SAS,-25.72004318,-35.72004318,VOLUSIA,SJRWMD,Middle StJohns,54,448,3,54_448,N,,3,0,,28.92638678,-81.22582993,N
2442,wl_3360,USGS285530081134902,SAS,9.124038696,-0.875961304,VOLUSIA,SJRWMD,Middle StJohns,55,447,1,55_447,N,14.53280212,1,1,,28.92499789,-81.22999662,N
2443,wl_3361,USGS285530081134901,SAS,-55.8759613,-65.8759613,VOLUSIA,SJRWMD,Middle StJohns,55,447,3,55_447,N,14.34750964,3,1,,28.92499789,-81.22999662,N
2444,wl_3362,USGS285528081134003,SAS,-67.28336334,-72.28336334,VOLUSIA,SJRWMD,Middle StJohns,55,448,3,55_448,N,16.94216591,1,0,sjr_tr10_calibchg,28.92416456,-81.22777442,N
2445,wl_3363,USGS285528081134002,SAS,7.716636658,-2.283363342,VOLUSIA,SJRWMD,Middle StJohns,55,448,1,55_448,N,16.73433269,1,1,,28.92416456,-81.22777442,N
2446,wl_3364,USGS285528081134001,SAS,-22.28336334,-32.28336334,VOLUSIA,SJRWMD,Middle StJohns,55,448,1,55_448,N,16.5436947,1,0,sjr_tr10_calibchg,28.92416456,-81.22777442,N
2447,wl_3365,USGS285523081133501,SAS,13.1219883,3.121988297,VOLUSIA,SJRWMD,Middle StJohns,56,448,1,56_448,N,,3,1,sjr_tr10_calibchg,28.92277567,-81.22610773,N
2448,wl_3366,USGS285512081133301,SAS,10.08486176,0.084861755,VOLUSIA,SJRWMD,Middle StJohns,56,448,1,56_448,N,22.5094041,2,0,sjr_tr10_calibchg,28.91999789,-81.22555222,N
2449,wl_3367,USGS285125082085302,SAS,42.0684166,37.0684166,SUMTER,SWFWMD,Northern WestCentral Florida,73,212,1,73_212,N,,1,1,,28.85691583,-82.14797105,N
2450,wl_3375,USGS282531081082202,SAS,55.60985413,52.65985413,ORANGE,SJRWMD,East-Central Florida,200,470,1,200_470,Y,,1,1,,28.42584001,-81.13901081,Y
2451,wl_3376,USGS282436081431502,SAS,104.6898041,99.68980408,LAKE,SJRWMD,East-Central Florida,204,320,1,204_320,Y,118.0983333,1,1,,28.40999751,-81.72082912,Y
2452,wl_3377,USGS282436081431501,SAS,84.68980408,79.68980408,LAKE,SJRWMD,East-Central Florida,204,320,1,204_320,Y,118.1183333,1,1,,28.40999751,-81.72082912,Y
2453,wl_3378,USGS282436081430902,SAS,103.2691498,98.26914978,LAKE,SJRWMD,East-Central Florida,204,321,1,204_321,Y,116.5325,1,1,,28.40999751,-81.71916252,Y
2454,wl_3379,USGS282436081430901,SAS,78.26914978,73.26914978,LAKE,SJRWMD,East-Central Florida,204,321,1,204_321,Y,116.5516667,1,1,,28.40999751,-81.71916252,Y
2455,wl_3380,USGS282435081430502,SAS,109.5103989,104.5103989,LAKE,SJRWMD,East-Central Florida,204,321,1,204_321,Y,115.9091667,1,1,,28.41028481,-81.71764271,Y
2456,wl_3381,USGS282435081430501,SAS,50.0953064,45.0953064,LAKE,SJRWMD,East-Central Florida,204,321,1,204_321,Y,115.9185941,1,1,,28.40971971,-81.71805142,Y
2458,wl_3386,USGS282202082280801,SAS,61.25408173,57.25408173,PASCO,SWFWMD,Northern WestCentral Florida,215,128,1,215_128,N,,1,0,,28.36724886,-82.46885904,N
2459,wl_3387,USGS282202082280401,SAS,64.82217407,57.82217407,PASCO,SWFWMD,Northern WestCentral Florida,215,128,1,215_128,N,,1,0,,28.36719287,-82.46760905,N
2460,wl_3388,USGS282201082280701,SAS,63.33841705,56.33841705,PASCO,SWFWMD,Northern WestCentral Florida,215,128,1,215_128,N,,1,0,,28.36705486,-82.46869204,N
2461,wl_3390,USGS281918082264602,SAS,73.18618011,72.18618011,PASCO,SWFWMD,Central WestCentral Florida,228,134,1,228_134,N,73.66285714,1,0,,28.32188485,-82.44606511,N
2462,wl_3391,USGS281822082225901,SAS,67.28675079,57.28675079,PASCO,SWFWMD,Central WestCentral Florida,233,150,1,233_150,N,,1,0,,28.30632118,-82.38318449,N
2463,wl_3392,USGS281821082225601,SAS,65.33985138,60.33985138,PASCO,SWFWMD,Central WestCentral Florida,233,150,1,233_150,N,,1,0,,28.30568819,-82.38222649,N
2464,wl_3393,USGS281817082225401,SAS,66.81595612,55.81595612,PASCO,SWFWMD,Central WestCentral Florida,233,150,1,233_150,N,,1,0,,28.30480719,-82.3816315,N
2465,wl_3394,USGS281817082225101,SAS,66.22636414,43.22636414,PASCO,SWFWMD,Central WestCentral Florida,233,150,1,233_150,N,,1,0,,28.30476319,-82.3811875,N
2466,wl_3395,USGS281816082225701,SAS,66.10806274,51.10806274,PASCO,SWFWMD,Central WestCentral Florida,233,150,1,233_150,N,,1,0,,28.30468218,-82.38286749,N
2467,wl_3396,USGS281759082231801,SAS,65.37750244,59.37750244,PASCO,SWFWMD,Central WestCentral Florida,235,149,1,235_149,N,,1,0,,28.29960713,-82.38818444,N
2468,wl_3397,USGS281759082231601,SAS,61.06176758,54.06176758,PASCO,SWFWMD,Central WestCentral Florida,235,149,1,235_149,N,,1,0,,28.29962414,-82.38774844,N
2469,wl_3398,USGS281758082231702,SAS,61.96375122,57.96375122,PASCO,SWFWMD,Central WestCentral Florida,235,149,1,235_149,N,,1,0,,28.29938811,-82.38805431,N
2470,wl_3399,USGS281758082231701,SAS,66.06375122,61.06375122,PASCO,SWFWMD,Central WestCentral Florida,235,149,1,235_149,N,,1,0,,28.29941013,-82.38797644,N
2471,wl_3400,USGS281758082231602,SAS,63.8988266,56.8988266,PASCO,SWFWMD,Central WestCentral Florida,235,149,1,235_149,N,,1,0,,28.29925513,-82.38785644,N
2472,wl_3402,USGS281758082231501,SAS,63.90130615,56.90130615,PASCO,SWFWMD,Central WestCentral Florida,235,149,1,235_149,N,,1,0,,28.29894114,-82.38752944,N
