OBJECTID,HOB_ID,commonName,aquiferFinal,casingLevel,wellLevel,COUNTY,WMD,GW_Basin,Row,Column_,lyr201808,ROW_COL,CFWI_YN,el03ss201811,LAYER,wt201811,cmt201811,lat,lon,CFWI
1,wl_1,BEF-1559,,-9999.99,-9999.99,BREVARD,SJRWMD,East-Central Florida,372,622,3,372_622,N,40.37095701,3,0,,27.83446845,-80.55032777,N
2,wl_2,BEF-INLET,,-9999.99,-9999.99,INDIAN RIVER,SJRWMD,East-Central Florida,369,647,3,369_647,N,35.17815128,3,0,,27.84501059,-80.45258279,N
3,wl_3,BEF-T6,,-9999.99,-9999.99,BREVARD,SJRWMD,East-Central Florida,369,551,3,369_551,N,42.59894058,3,1,,27.84598328,-80.82392067,N
13,wl_15,IRF-1008,,-9999.99,-9999.99,INDIAN RIVER,SJRWMD,Eastern South Florida,430,667,3,430_667,N,31.76000429,3,0,,27.63503053,-80.3769926,N
14,wl_16,IRF-210,,-9999.99,-9999.99,INDIAN RIVER,SJRWMD,Eastern South Florida,416,643,3,416_643,N,33.7753687,3,1,,27.6822504,-80.47005065,N
15,wl_18,IRF-BERRY,,-9999.99,-9999.99,INDIAN RIVER,SJRWMD,East-Central Florida,402,606,3,402_606,N,40.30980759,3,0,,27.73086036,-80.61227567,N
16,wl_20,IRF-MACE,,-9999.99,-9999.99,INDIAN RIVER,SJRWMD,East-Central Florida,376,540,3,376_540,N,52.18069697,3,0,,27.82141224,-80.86839064,N
17,wl_21,IRF-RO,,-9999.99,-9999.99,INDIAN RIVER,SJRWMD,Eastern South Florida,442,661,3,442_661,N,36.63428984,3,0,,27.59364244,-80.40032655,N
42,wl_47,OKF-WIL,,-9999.99,-9999.99,OKEECHOBEE,SJRWMD,East-Central Florida,467,530,3,467_530,N,47.31026038,3,1,,27.50809158,-80.9056166,N
43,wl_48,OSF-42,,69.537,69.537,OSCEOLA,SJRWMD,East-Central Florida,406,513,3,406_513,Y,45.17107113,3,1,,27.71891542,-80.97310973,Y
44,wl_49,OSF-60A,,-1.253,-1.253,OSCEOLA,SJRWMD,East-Central Florida,412,533,2,412_533,Y,44.90799399,2,0,,27.6972516,-80.89644613,Y
63,wl_70,SFWMD05134,,41.566,38.566,OKEECHOBEE,SJRWMD,East-Central Florida,471,556,1,471_556,N,57.97275,1,1,,27.49253632,-80.8058848,N
64,wl_71,SFWMD05140,,50.103,45.103,OSCEOLA,SJRWMD,East-Central Florida,380,501,1,380_501,Y,69.84675,1,0,sjr_tr10_calibchg,27.80808039,-81.01895088,Y
169,wl_176,SJRWMD00660060,UFA,-5.836547852,-330.8365479,LAKE,SJRWMD,East-Central Florida,199,322,5,199_322,Y,107.0355457,5,1,,28.42847835,-81.71662755,Y
170,wl_177,SJRWMD01140470,AVPK,-481.0057373,-524.49,SEMINOLE,SJRWMD,Middle StJohns,95,483,4,95_483,Y,14.18924003,4,1,,28.78733733,-81.08759834,Y
171,wl_178,SJRWMD01140471,ICU,-36.0057373,-35.12,SEMINOLE,SJRWMD,Middle StJohns,95,483,2,95_483,Y,13.18455508,2,0,,28.78733733,-81.08759834,Y
172,wl_179,SJRWMD01140472,SAS,9.994262695,10.79,SEMINOLE,SJRWMD,Middle StJohns,95,483,1,95_483,Y,16.45541667,1,1,,28.78733733,-81.08759834,Y
173,wl_180,SJRWMD01150480,UFA,-547.4489036,-645.23,BREVARD,SJRWMD,East-Central Florida,361,647,3,361_647,N,34.49825988,3,1,,27.86982497,-80.45471381,N
174,wl_181,SJRWMD01160485,SAS,,-84.46,INDIAN RIVER,SJRWMD,Eastern South Florida,422,659,1,422_659,N,8.399374884,1,1,,27.66214979,-80.40715791,N
175,wl_182,SJRWMD01270536,SAS,30.95784378,22.49,SEMINOLE,SJRWMD,Middle StJohns,116,475,1,116_475,Y,42.73375,1,1,,28.71382902,-81.11883423,Y
176,wl_183,SJRWMD01700790,ICU,-37.52474213,-43.36,BREVARD,SJRWMD,East-Central Florida,213,566,1,213_566,N,20.72416667,1,1,,28.38237136,-80.76695918,N
177,wl_184,SJRWMD01700791,SAS,2.475257874,-3.5,BREVARD,SJRWMD,East-Central Florida,213,566,1,213_566,N,19.98083333,1,0,,28.38237136,-80.76695918,N
178,wl_185,SJRWMD01840090,UFA,39.57577515,19.57577515,LAKE,SJRWMD,East-Central Florida,200,322,3,200_322,Y,107.9407702,3,1,,28.42451722,-81.71319412,Y
179,wl_186,SJRWMD01840092,SAS,88.57577515,78.57577515,LAKE,SJRWMD,East-Central Florida,200,322,1,200_322,Y,109.7816667,1,1,,28.42451722,-81.71319412,Y
180,wl_187,SJRWMD01850094,UFA,-273.7813568,-310.74,SEMINOLE,SJRWMD,Middle StJohns,110,476,5,110_476,Y,18.73575979,4,1,sjr_tr10_calibchg,28.73647064,-81.11689258,Y
181,wl_188,SJRWMD01850095,SAS,56.88750458,46.88750458,SEMINOLE,SJRWMD,Middle StJohns,110,475,1,110_475,Y,54.14208333,1,1,,28.73666231,-81.1197148,Y
182,wl_189,SJRWMD01850096,AVPK,-473.7813568,-501.29,SEMINOLE,SJRWMD,Middle StJohns,110,476,5,110_476,Y,19.4918561,5,1,,28.73647064,-81.11689258,Y
183,wl_190,SJRWMD02391310,ICU,18.8670578,9.46,VOLUSIA,SJRWMD,Middle StJohns,3,427,2,3_427,N,58.97200499,2,0,sjr_tr10_calibchg,29.10445389,-81.30900503,N
184,wl_191,SJRWMD02391311,SAS,53.8670578,46.14,VOLUSIA,SJRWMD,Middle StJohns,3,427,1,3_427,N,75.72833333,1,1,,29.10445389,-81.30900503,N
185,wl_192,SJRWMD02721488,ICU,0.283477783,-6.95,VOLUSIA,SJRWMD,Middle StJohns,5,436,2,5_436,N,43.82710427,2,0,sjr_tr10_calibchg,29.09733173,-81.27382681,N
186,wl_193,SJRWMD02721489,UFA,-43.71652222,-91.04,VOLUSIA,SJRWMD,Middle StJohns,5,436,3,5_436,N,40.77373779,3,1,,29.09733207,-81.27386959,N
187,wl_194,SJRWMD02721523,SAS,31.28347778,23.98,VOLUSIA,SJRWMD,Middle StJohns,5,436,1,5_436,N,44.65958333,1,0,sjr_tr10_calibchg,29.09733124,-81.2739032,N
188,wl_195,SJRWMD02751559,UFA,-250.8053322,-270.5,VOLUSIA,SJRWMD,Middle StJohns,71,449,5,71_449,N,16.38923959,5,1,,28.87076783,-81.2205287,N
189,wl_196,SJRWMD02751562,SAS,7.194667816,-1.58,VOLUSIA,SJRWMD,Middle StJohns,71,449,1,71_449,N,18.50458333,1,1,,28.87076783,-81.2205287,N
190,wl_197,SJRWMD03160326,SAS,8.46780014,-1.53219986,INDIAN RIVER,SJRWMD,Eastern South Florida,444,615,1,444_615,N,17.71791667,1,1,,27.5874966,-80.57860217,N
191,wl_198,SJRWMD03160328,SAS,-36.53219986,-46.53219986,INDIAN RIVER,SJRWMD,Eastern South Florida,444,615,1,444_615,N,18.05375,1,0,,27.5874966,-80.57860217,N
192,wl_199,SJRWMD03190341,SAS,45.66471863,35.66471863,LAKE,SJRWMD,Middle StJohns,72,302,1,72_302,N,65.44666667,1,1,,28.86254909,-81.79684337,N
193,wl_200,SJRWMD03242753,LFA,-1173.153099,-1288.153099,LAKE,SJRWMD,East-Central Florida,201,324,9,201_324,Y,79.05378352,9,1,,28.4210922,-81.70830088,Y
194,wl_201,SJRWMD03242755,UFA,-263.1530991,-343.1530991,LAKE,SJRWMD,East-Central Florida,201,324,5,201_324,Y,109.5379628,5,1,,28.4210922,-81.70830088,Y
195,wl_202,SJRWMD03264226,LFA,-832.6573486,-957.6573486,LAKE,SJRWMD,Middle StJohns,62,303,9,62_303,N,,9,1,,28.89970561,-81.79063039,N
196,wl_204,SJRWMD05140961,AVPK,-655.8938789,-854.93,OSCEOLA,SJRWMD,East-Central Florida,290,504,5,290_504,Y,42.75997097,5,1,,28.11601161,-81.00743369,Y
197,wl_205,SJRWMD05140962,UFA,-351.9895935,-473.25,OSCEOLA,SJRWMD,East-Central Florida,290,504,3,290_504,Y,42.24432139,3,1,,28.11602146,-81.00728924,Y
198,wl_206,SJRWMD05140963,SAS,8.010406494,-3.53,OSCEOLA,SJRWMD,East-Central Florida,290,504,1,290_504,Y,41.11875,1,1,,28.11599022,-81.00728813,Y
199,wl_207,SJRWMD05140964,LFA,-1425.989594,-1433.3,OSCEOLA,SJRWMD,East-Central Florida,290,504,9,290_504,Y,44.5422034,9,1,,28.11602146,-81.00728924,Y
200,wl_208,SJRWMD05170970,SAS,98.54541779,87.26,LAKE,SJRWMD,East-Central Florida,214,317,1,214_317,Y,119.5175,1,1,,28.37711113,-81.73558492,Y
201,wl_209,SJRWMD05290893,SAS,-16.42529869,-17.37,BREVARD,SJRWMD,East-Central Florida,146,515,2,146_515,N,12.81083333,1,1,sjr_tr10_calibchg,28.61196483,-80.9643841,N
202,wl_210,SJRWMD05292793,ICU,-59.67314959,-65.43,BREVARD,SJRWMD,East-Central Florida,146,515,2,146_515,N,13.55416667,2,0,sjr_tr10_calibchg,28.61212678,-80.96428715,N
203,wl_211,SJRWMD05301652,UFA,-157.708889,-205.708889,BREVARD,SJRWMD,East-Central Florida,142,544,3,142_544,N,12.87218914,3,0,,28.62598265,-80.84990363,N
204,wl_212,SJRWMD05302089,SAS,7.339910507,0.48,BREVARD,SJRWMD,East-Central Florida,142,544,1,142_544,N,12.63416667,1,1,,28.62555158,-80.84999296,N
205,wl_213,SJRWMD05320993,LFA,-1162.763222,-1225.97,SEMINOLE,SJRWMD,Middle StJohns,132,452,9,132_452,Y,37.3915153,9,1,,28.65943763,-81.20839046,Y
206,wl_214,SJRWMD05321203,AVPK,-432.7632217,-537.72,SEMINOLE,SJRWMD,Middle StJohns,132,452,5,132_452,Y,35.72326806,5,1,,28.65943763,-81.20839046,Y
207,wl_215,SJRWMD05322143,SAS,48.13761139,31.73,SEMINOLE,SJRWMD,Middle StJohns,132,452,1,132_452,Y,54.62916667,1,1,,28.65915988,-81.20977939,Y
208,wl_216,SJRWMD05461038,SAS,,-2.091,VOLUSIA,SJRWMD,East-Central Florida,89,505,1,89_505,N,15.699,1,1,,28.80720948,-81.00227321,N
209,wl_217,SJRWMD05521045,UFA,-42.40876102,-235.27,VOLUSIA,SJRWMD,Middle StJohns,79,479,3,79_479,N,16.268249,3,1,,28.8424957,-81.1059929,N
210,wl_218,SJRWMD05521046,SAS,-9.408761025,-15.14,VOLUSIA,SJRWMD,Middle StJohns,79,479,1,79_479,N,13.99621285,1,0,sjr_tr10_calibchg,28.8424957,-81.1059929,N
211,wl_219,SJRWMD05521047,SAS,-4.408761025,-20.12,VOLUSIA,SJRWMD,Middle StJohns,79,479,1,79_479,N,13.95117666,1,1,,28.8424957,-81.1059929,N
212,wl_220,SJRWMD05531049,SAS,-7.415277481,-16.78,VOLUSIA,SJRWMD,Volusia,74,544,1,74_544,N,6.73526423,1,1,,28.85926828,-80.85127115,N
213,wl_221,SJRWMD05531050,ICU,-37.41527748,-45.89,VOLUSIA,SJRWMD,Volusia,74,544,2,74_544,N,5.920008357,2,0,sjr_tr10_calibchg,28.85926828,-80.85127115,N
214,wl_222,SJRWMD05571054,ICU,,3.947,VOLUSIA,SJRWMD,Middle StJohns,70,464,2,70_464,N,27.15013634,2,0,sjr_tr10_calibchg,28.87307344,-81.16362889,N
215,wl_223,SJRWMD05581055,SAS,,45.53,VOLUSIA,SJRWMD,Middle StJohns,63,446,1,63_446,N,67.71833333,1,1,,28.89562489,-81.23372666,N
216,wl_224,SJRWMD05591056,ICU,-57.98340034,-57.69,VOLUSIA,SJRWMD,Volusia,61,488,3,61_488,N,16.98964496,3,0,,28.90566525,-81.06901544,N
217,wl_225,SJRWMD05592098,UFA,-59.98340034,-93.47,VOLUSIA,SJRWMD,Volusia,61,488,3,61_488,N,17.08014024,3,1,,28.90566525,-81.06901544,N
218,wl_226,SJRWMD05601030,LFA,-630.7794647,-721.6,VOLUSIA,SJRWMD,Middle StJohns,59,428,9,59_428,N,19.98086529,9,0,,28.91085121,-81.30416824,N
219,wl_227,SJRWMD05601059,SAS,58.22053528,48.6,VOLUSIA,SJRWMD,Middle StJohns,59,428,1,59_428,N,70.88916667,1,1,,28.91085121,-81.30416824,N
220,wl_228,SJRWMD05601447,ICU,,7.220535278,VOLUSIA,SJRWMD,Middle StJohns,59,428,2,59_428,N,20.70292171,2,0,sjr_tr10_calibchg,28.91085121,-81.30416824,N
221,wl_230,SJRWMD05631066,SAS,,-4.51,VOLUSIA,SJRWMD,Volusia,54,551,1,54_551,N,0.075177652,1,0,,28.92816711,-80.82439751,N
222,wl_231,SJRWMD05651068,SAS,,-0.21,VOLUSIA,SJRWMD,Middle StJohns,50,430,2,50_430,N,12.87328514,2,0,sjr_tr10_calibchg,28.94164683,-81.29603142,N
223,wl_232,SJRWMD05691074,SAS,,29.25,VOLUSIA,SJRWMD,Middle StJohns,43,430,1,43_430,N,54.645,1,1,,28.96609322,-81.29505585,N
224,wl_233,SJRWMD05701075,AVPK,-230.3244324,-324.21,VOLUSIA,SJRWMD,Middle StJohns,42,445,5,42_445,N,,5,1,,28.97012736,-81.23955313,N
225,wl_234,SJRWMD05701077,UFA,-45.32443237,-125.54,VOLUSIA,SJRWMD,Middle StJohns,42,445,3,42_445,N,19.52511451,3,1,,28.97017181,-81.23955424,N
226,wl_235,SJRWMD05711079,UFA,-73.54865837,-143.95,VOLUSIA,SJRWMD,Volusia,40,517,3,40_517,N,7.472067955,3,1,,28.97582108,-80.95502422,N
227,wl_236,SJRWMD05781085,SAS,,31.04,VOLUSIA,SJRWMD,Middle StJohns,31,426,1,31_426,N,58.94833333,1,1,,29.00720283,-81.31366752,N
228,wl_237,SJRWMD05781086,ICU,,3.19,VOLUSIA,SJRWMD,Middle StJohns,31,426,3,31_426,N,8.839592877,3,1,,29.00720283,-81.31366752,N
229,wl_238,SJRWMD05791087,UFA,-144.878562,-161.07,LAKE,SJRWMD,Middle StJohns,29,406,3,29_406,N,17.88321633,3,1,,29.01314832,-81.39043106,N
230,wl_239,SJRWMD05881112,SAS,,32.2,VOLUSIA,SJRWMD,Middle StJohns,12,416,1,12_416,N,56.88333333,1,1,,29.07285119,-81.35128696,N
231,wl_240,SJRWMD05901114,UFA,-30.85848236,-168.83,MARION,SJRWMD,Middle StJohns,8,280,3,8_280,N,52.47417619,3,1,,29.08214254,-81.88413517,N
232,wl_241,SJRWMD05921116,SAS,,63.75,VOLUSIA,SJRWMD,Middle StJohns,8,420,1,8_420,N,,1,0,sjr_tr10_calibchg,29.08615939,-81.33476642,N
233,wl_242,SJRWMD05921135,ICU,,29.66,VOLUSIA,SJRWMD,Middle StJohns,8,420,2,8_420,N,81.37574696,2,0,sjr_tr10_calibchg,29.08615939,-81.33476642,N
234,wl_243,SJRWMD05931141,UFA,5.128570557,-123.78,VOLUSIA,SJRWMD,Middle StJohns,8,414,3,8_414,N,17.24652145,3,1,,29.08701491,-81.35950839,N
235,wl_244,SJRWMD05941144,SAS,,53.38,VOLUSIA,SJRWMD,Middle StJohns,6,430,1,6_430,N,60.32142857,1,1,,29.09283169,-81.29728541,N
236,wl_245,SJRWMD05951070,LFA,-596.3508263,-1160.91,VOLUSIA,SJRWMD,Volusia,5,449,9,5_449,N,38.74474826,9,0,sjr_tr10_calibchg,29.09606238,-81.22313215,N
237,wl_246,SJRWMD05951146,LFA,-1237.350826,-1250.53,VOLUSIA,SJRWMD,Volusia,5,449,9,5_449,N,34.2179377,9,1,,29.09606238,-81.22313215,N
238,wl_247,SJRWMD05961147,ICU,,43.127,VOLUSIA,SJRWMD,Middle StJohns,5,425,1,5_425,N,81.39714286,1,1,,29.09695665,-81.31672176,N
239,wl_248,SJRWMD05991157,SAS,,29.664,VOLUSIA,SJRWMD,Middle StJohns,4,437,1,4_437,N,52.96166667,1,1,,29.09854008,-81.26873509,N
240,wl_249,SJRWMD05991163,ICU,-10.10517883,-10.026,VOLUSIA,SJRWMD,Middle StJohns,4,437,2,4_437,N,45.20483103,2,0,sjr_tr10_calibchg,29.09854008,-81.26873509,N
241,wl_250,SJRWMD06001170,SAS,,-2.16,VOLUSIA,SJRWMD,Middle StJohns,2,411,1,2_411,N,1.438333333,1,1,,29.10654225,-81.37034791,N
242,wl_251,SJRWMD06552675,UFA,-400.6599048,-443.58,INDIAN RIVER,SJRWMD,East-Central Florida,393,660,3,393_660,N,24.77826113,3,1,,27.7594417,-80.40415813,N
243,wl_252,SJRWMD07472264,ICU,-134.1319275,-132.88,INDIAN RIVER,SJRWMD,Eastern South Florida,426,653,2,426_653,N,11.14569745,2,0,,27.64638577,-80.42971343,N
244,wl_253,SJRWMD07472265,SAS,-11.13192749,-14.66,INDIAN RIVER,SJRWMD,Eastern South Florida,426,653,2,426_653,N,9.5875,2,0,,27.64638577,-80.42971343,N
245,wl_254,SJRWMD08172262,LFA,-836.0876732,-981.26,ORANGE,SJRWMD,East-Central Florida,200,476,7,200_476,Y,46.1341022,7,0,sjr_tr10_calibchg,28.42527907,-81.1153343,Y
246,wl_255,SJRWMD08172263,LFA,-1106.087673,-1181.13,ORANGE,SJRWMD,East-Central Florida,200,476,9,200_476,Y,49.35467434,9,0,sjr_tr10_calibchg,28.42527907,-81.1153343,Y
247,wl_256,SJRWMD08173376,LFA,-1366.087673,-1436.087673,ORANGE,SJRWMD,East-Central Florida,200,476,9,200_476,Y,37.30823812,9,1,,28.42527907,-81.1153343,Y
248,wl_257,SJRWMD09312096,UFA,24.65696716,-16.95,POLK,SWFWMD,East-Central Florida,265,337,3,265_337,Y,126.0449186,3,1,,28.20128828,-81.65443826,Y
249,wl_258,SJRWMD09312097,SAS,122.6569672,119.55,POLK,SWFWMD,East-Central Florida,265,337,1,265_337,Y,129.12,1,1,,28.20128828,-81.65443826,Y
250,wl_259,SJRWMD09531226,SAS,-9.442264557,-9.14,SEMINOLE,SJRWMD,Middle StJohns,126,476,1,126_476,Y,17.53666667,1,0,,28.68055131,-81.11471478,Y
251,wl_260,SJRWMD09532141,AVPK,-489.4422646,-579.27,SEMINOLE,SJRWMD,Middle StJohns,126,476,5,126_476,Y,23.92098943,5,1,,28.68055131,-81.11471478,Y
252,wl_261,SJRWMD09532142,UFA,-89.44226456,-119.21,SEMINOLE,SJRWMD,Middle StJohns,126,476,3,126_476,Y,18.39662545,3,1,,28.68055131,-81.11471478,Y
253,wl_262,SJRWMD09532616,SAS,2.557735443,3.24,SEMINOLE,SJRWMD,Middle StJohns,126,476,1,126_476,Y,16.30666667,1,0,sjr_tr10_calibchg,28.68055131,-81.11471478,Y
254,wl_263,SJRWMD09551019,LFA,-1084.027115,-1221.39,ORANGE,SJRWMD,East-Central Florida,171,477,8,171_477,Y,36.90682985,8,0,sjr_tr10_calibchg,28.52713771,-81.11248967,Y
255,wl_264,SJRWMD09551659,SAS,-4.027114868,-10.013,ORANGE,SJRWMD,East-Central Florida,171,477,1,171_477,Y,49.93,1,1,,28.52713771,-81.11248967,Y
256,wl_265,SJRWMD09551660,SAS,45.97288513,39.648,ORANGE,SJRWMD,East-Central Florida,171,477,1,171_477,Y,55.53333333,1,0,sjr_tr10_calibchg,28.52713771,-81.11248967,Y
257,wl_266,SJRWMD09552145,UFA,-154.0271149,-491.242,ORANGE,SJRWMD,East-Central Florida,171,477,5,171_477,Y,35.68624812,5,1,,28.52713771,-81.11248967,Y
258,wl_267,SJRWMD09660936,LFA,-1211.74752,-1268.1,ORANGE,SJRWMD,Middle StJohns,161,410,9,161_410,Y,47.65790089,9,1,,28.56143788,-81.37429759,Y
259,wl_268,SJRWMD09660937,LFA,-1971.74752,-2007.94,ORANGE,SJRWMD,Middle StJohns,161,410,11,161_410,Y,48.02395291,11,1,,28.56143788,-81.37429759,Y
260,wl_269,SJRWMD09991029,UFA,-112.1982498,-313.3,SEMINOLE,SJRWMD,Middle StJohns,132,435,5,132_435,Y,43.29995167,5,1,,28.65999586,-81.27443668,Y
261,wl_270,SJRWMD09991414,AVPK,-546.1982498,-680.49,SEMINOLE,SJRWMD,Middle StJohns,132,435,6,132_435,Y,45.01741925,6,0,sjr_tr10_calibchg,28.65999586,-81.27443668,Y
262,wl_271,SJRWMD09991670,LFA,-996.1982498,-1098.6,SEMINOLE,SJRWMD,Middle StJohns,132,435,9,132_435,Y,46.28439447,9,1,,28.65999586,-81.27443668,Y
263,wl_272,SJRWMD09992686,SAS,43.80175018,31.71,SEMINOLE,SJRWMD,Middle StJohns,132,435,1,132_435,Y,47.32333333,1,1,,28.65999586,-81.27443668,Y
264,wl_273,SJRWMD10191166,UFA,-295.3280945,-315.69,OSCEOLA,SJRWMD,East-Central Florida,380,501,3,380_501,Y,44.02967855,3,1,,27.80754634,-81.01916341,Y
265,wl_274,SJRWMD10191687,SAS,53.67190552,49.42,OSCEOLA,SJRWMD,East-Central Florida,380,501,1,380_501,Y,69.82208333,1,1,,27.80754634,-81.01916341,Y
266,wl_275,SJRWMD10192737,ICU,-146.3280945,-159.72,OSCEOLA,SJRWMD,East-Central Florida,380,501,2,380_501,Y,56.32942533,2,0,,27.80754634,-81.01916341,Y
267,wl_276,SJRWMD10291593,AVPK,-269.763031,-309.83,VOLUSIA,SJRWMD,Middle StJohns,89,454,5,89_454,N,20.09610245,5,1,,28.80901784,-81.20330639,N
268,wl_277,SJRWMD10291655,SAS,-6.763031006,-13.72,VOLUSIA,SJRWMD,Middle StJohns,89,454,1,89_454,N,1.614166667,1,1,,28.80901784,-81.20330639,N
269,wl_278,SJRWMD10291658,ICU,-63.76303101,-70.69,VOLUSIA,SJRWMD,Middle StJohns,89,454,2,89_454,N,17.28093587,2,0,sjr_tr10_calibchg,28.80901784,-81.20330639,N
270,wl_279,SJRWMD10473679,SAS,50.40841675,40.59,LAKE,SJRWMD,Middle StJohns,44,339,1,44_339,N,59.833,1,1,,28.9614983,-81.6509241,N
271,wl_280,SJRWMD10491411,SAS,38.57579803,27.69,LAKE,SJRWMD,Northern WestCentral Florida,88,282,1,88_282,N,65.66,1,1,,28.8077219,-81.87311894,N
272,wl_281,SJRWMD10661412,SAS,-20.78415871,-28.46,INDIAN RIVER,SJRWMD,East-Central Florida,414,632,1,414_632,N,17.85083333,1,1,,27.69051059,-80.51347745,N
273,wl_282,SJRWMD10661428,SAS,-56.78415871,-64.32,INDIAN RIVER,SJRWMD,East-Central Florida,414,632,1,414_632,N,18.04916667,1,0,,27.69049948,-80.51344134,N
274,wl_283,SJRWMD10812784,UFA,-97.78957748,-160.96,MARION,SJRWMD,Northern WestCentral Florida,15,266,3,15_266,N,49.80053856,3,1,,29.05993843,-81.93926941,N
275,wl_284,SJRWMD11051431,SAS,13.63840294,9.8,INDIAN RIVER,SJRWMD,East-Central Florida,409,563,1,409_563,N,21.0075,1,1,,27.70838275,-80.77814116,N
276,wl_285,SJRWMD11063688,SAS,85.21281433,70.21281433,LAKE,SJRWMD,Northern WestCentral Florida,150,271,1,150_271,Y,92.227,1,1,,28.59416079,-81.91479827,Y
277,wl_286,SJRWMD11083691,SAS,89.59931183,69.59931183,LAKE,SJRWMD,Middle StJohns,172,289,1,172_289,Y,111.515,1,1,,28.52083025,-81.84396143,Y
278,wl_287,SJRWMD11093692,SAS,47.43117523,27.43117523,LAKE,SJRWMD,Middle StJohns,47,305,1,47_305,N,57.839,1,1,,28.94998131,-81.78563066,N
279,wl_288,SJRWMD11103693,SAS,58.36829376,48.36829376,LAKE,SJRWMD,Northern WestCentral Florida,72,262,1,72_262,N,54.79625,1,1,,28.8633171,-81.9525801,N
280,wl_289,SJRWMD11123689,SAS,38.54714584,28.54714584,LAKE,SJRWMD,Middle StJohns,35,393,1,35_393,N,54.51666667,1,1,,28.9930365,-81.44006291,N
281,wl_290,SJRWMD11133676,SAS,36.59619141,26.59619141,MARION,SJRWMD,Middle StJohns,6,325,1,6_325,N,46.648,1,1,,29.09219844,-81.70840715,N
282,wl_291,SJRWMD11143695,SAS,23.60109329,3.601093292,LAKE,SJRWMD,Middle StJohns,23,364,1,23_364,N,32.26041844,1,1,,29.03220145,-81.5564569,N
283,wl_292,SJRWMD11153678,SAS,50.81693268,40.81693268,MARION,SJRWMD,Middle StJohns,1,299,1,1_299,N,51.865,1,1,,29.10677684,-81.81056359,N
284,wl_293,SJRWMD11163694,SAS,69.97966003,49.97966003,LAKE,SJRWMD,Middle StJohns,80,358,2,80_358,N,73.2388185,1,1,sjr_tr10_calibchg,28.83693176,-81.57701226,N
285,wl_294,SJRWMD11301649,AVPK,-417.6858025,-470.97,ORANGE,SJRWMD,Middle StJohns,98,393,6,98_393,Y,32.17542932,6,0,sjr_tr10_calibchg,28.77637903,-81.43867444,Y
286,wl_295,SJRWMD11301671,ICU,-29.60562515,-36.25,ORANGE,SJRWMD,Middle StJohns,98,393,2,98_393,Y,31.42652762,2,0,sjr_tr10_calibchg,28.7760713,-81.43897971,Y
287,wl_296,SJRWMD11301672,SAS,27.39437485,20.86,ORANGE,SJRWMD,Middle StJohns,98,393,1,98_393,Y,30.77541667,1,1,,28.7760713,-81.43897971,Y
288,wl_298,SJRWMD11351677,SAS,102.5910797,95.69,ORANGE,SJRWMD,Middle StJohns,130,375,1,130_375,Y,118.8108333,1,1,,28.66684934,-81.508443,Y
289,wl_299,SJRWMD11361678,ICU,-241.7815418,-259.01,INDIAN RIVER,SJRWMD,East-Central Florida,422,601,2,422_601,N,30.19888798,2,0,,27.66155017,-80.63262563,N
290,wl_300,SJRWMD11411685,SAS,52.58190155,42.58190155,OSCEOLA,SJRWMD,East-Central Florida,374,516,1,374_516,Y,69.19416667,1,0,,27.82896029,-80.95914685,Y
291,wl_301,SJRWMD11412738,SAS,10.58190155,0.58190155,OSCEOLA,SJRWMD,East-Central Florida,374,516,1,374_516,Y,67.78958333,1,1,,27.82896029,-80.95914685,Y
292,wl_302,SJRWMD11492166,ICU,-56.50084496,-73.21,VOLUSIA,SJRWMD,East-Central Florida,85,547,2,85_547,N,3.485782217,2,0,sjr_tr10_calibchg,28.82023491,-80.8374072,N
293,wl_303,SJRWMD11492197,SAS,-5.500844955,-6.59,VOLUSIA,SJRWMD,East-Central Florida,85,547,1,85_547,N,2.171917093,1,1,,28.82023491,-80.8374072,N
294,wl_304,SJRWMD11501468,UFA,-110.7813139,-169.66,SEMINOLE,SJRWMD,Middle StJohns,84,425,3,84_425,Y,23.45879567,3,1,,28.82640689,-81.31644298,Y
295,wl_305,SJRWMD11502179,SAS,0.218686104,-4.781313896,SEMINOLE,SJRWMD,Middle StJohns,84,425,1,84_425,Y,5.586666667,1,1,,28.82640689,-81.31644298,Y
296,wl_306,SJRWMD11502180,ICU,-67.7813139,-87.7813139,SEMINOLE,SJRWMD,Middle StJohns,84,425,2,84_425,Y,16.91305688,2,0,,28.82640689,-81.31644298,Y
297,wl_307,SJRWMD11502677,AVPK,-320.7813139,-359.68,SEMINOLE,SJRWMD,Middle StJohns,84,425,5,84_425,Y,24.05320423,5,1,,28.82640689,-81.31644298,Y
298,wl_308,SJRWMD11512184,SAS,-1.447223663,-9.134,LAKE,SJRWMD,Middle StJohns,69,383,2,69_383,N,39.40856545,2,0,sjr_tr10_calibchg,28.87628493,-81.47910053,N
299,wl_309,SJRWMD11512185,SAS,36.55277634,24,LAKE,SJRWMD,Middle StJohns,69,383,1,69_383,N,46.5575,1,1,,28.87628493,-81.47910053,N
300,wl_310,SJRWMD11522188,ICU,-8.893508911,-14.46,ORANGE,SJRWMD,East-Central Florida,178,455,2,178_455,Y,75.60958333,2,0,sjr_tr10_calibchg,28.50212273,-81.19596316,Y
301,wl_311,SJRWMD11522193,SAS,52.10649109,46.9,ORANGE,SJRWMD,East-Central Florida,178,455,1,178_455,Y,78.40916667,1,1,,28.50212273,-81.19596316,Y
